index,question,options,gold,explanation,pred_noexp,prob_noexp,pred_exp,prob_exp,is_correct_noexp,is_correct_exp,sufficiency,usefulness,probs_noexp,probs_exp
619,یک معلم علوم یک بالن را با گاز هلیوم پر کرد و بالن دوم را با دی‌اکسید کربن پر کرد. بالن پرشده با هلیوم به سقف رفت و بالن پرشده با دی‌اکسید کربن به زمین افتاد. کدامیک از جملات یک استنتاج بر اساس این نمایشی است؟,"['هر بالن به گونه\u200cای متفاوت رفتار کرد.', 'گاز هلیوم چگالی کمتری نسبت به هوا دارد.', 'دی\u200cاکسید کربن باعث انبساط بالن می\u200cشود.', 'بناها می\u200cتوانند با گازهای مختلف پر شوند.']",B,این آزمایش نشان می‌دهد که بالن هلیوم به دلیل چگالی کمتر از هوا بالا می‌رود و بالن دی‌اکسید کربن به دلیل چگالی بیشتر پایین می‌آید. بنابراین، هلیوم چ,C,0.4533667266368866,B,0.9747412800788879,False,True,True,True,[0.2749808  0.24266973 0.45336673 0.02898276],[0.02256832 0.9747413  0.00105553 0.00163484]
620,بدن‌های انسانی دارای ساختارهای پیچیده‌ای هستند که از رشد و بقا حمایت می‌کنند. پایه‌ای‌ترین ساختار بدن انسان که از رشد و بقا حمایت می‌کند چیست؟,"['یک سلول', 'یک بافت', 'یک عضو', 'یک سیستم اندامی']",A,بنیادی‌ترین ساختار بدن انسان که از رشد و بقا حمایت می‌کند، سلول است. سلول‌ها واحدهای اصلی زندگی هستند و سایر ساختارها از ترکیب آن‌ها تشکیل می‌شوند. بدون سلول‌ها، هیچ ساختار پیچ,B,0.8828116655349731,A,0.9966171383857727,False,True,True,True,[0.10482083 0.88281167 0.0013195  0.01104803],[9.9661714e-01 3.1890969e-03 6.2177489e-05 1.3162974e-04]
621,در چه سطحی از سازمان‌دهی، آسیب باعث مختل شدن عملکرد کل سیستم می‌شود؟,"['یک سلول', 'یک اندام', 'یک بافت', 'یک ارگانل']",B,در سطح یک ارگان، آسیب بر عملکرد کل سیستم تأثیر می‌گذارد، زیرا ارگان‌ها وظایف حیاتی را انجام می‌دهند. به عنوان مثال، آسیب به قلب می‌تواند گردش خون و,B,0.5404096841812134,B,0.5337850451469421,True,True,True,False,[0.08287451 0.5404097  0.00529799 0.3714178 ],[0.323757   0.53378505 0.00749599 0.13496199]
622,کدام حیوان احتمال بیشتری دارد که در محل خود بماند؟,"['یک روباه در آتش\u200cسوزی جنگل', 'یک قورباغه که دریاچه\u200cاش خشک شده است', 'یک بیور که تازه سد خود را ساخته است', 'یک خرگوش که به خاطر خشکسالی غذایش تمام شده است']",C,بیور که تازه سد خود را ساخته، احتمالاً در محلش می‌ماند زیرا این مکان برایش امن و مناسب است و به تازگی انرژی زیادی برای ساخت آن صرف کرده است. سایر حیوانات به دلیل شرایط نامساعد مجبور به ترک محل خود می,B,0.6155939698219299,C,0.9834569096565247,False,True,True,True,[0.28965232 0.61559397 0.05033403 0.04441962],[1.4028259e-02 1.8985185e-03 9.8345691e-01 6.1635871e-04]
623,کدام یک از این فعالیت‌ها بیشتر احتمال دارد که تأثیر مثبتی بر محیط زیست زمین داشته باشد؟,"['گسترش محله\u200cها', 'ساخت کارخانه\u200cها', 'ساخت بزرگراه\u200cها', 'ایجاد مناطق حفاظت شده از طبیعت']",D,ایجاد مناطق حفاظت شده به حفظ تنوع زیستی و اکوسیستم‌ها کمک کرده و آلودگی و تخریب را کاهش می‌دهد. این فعالیت‌ها به بازسازی زیستگاه‌ها و حمایت از گونه‌های در خطر انقر,D,0.8501114249229431,D,0.9288155436515808,True,True,True,True,[0.10093816 0.04767981 0.00127062 0.8501114 ],[4.6243001e-02 2.4368351e-02 5.7308865e-04 9.2881554e-01]
624,یک گل می‌تواند به چه چیزی تبدیل شود؟,"['میوه', 'برگ', 'ساقه', 'شاخه']",A,گل پس از گرده‌افشانی و باروری به میوه تبدیل می‌شود، که بخشی از چرخه زندگی گیاهان و تولید مثل آنهاست.,A,0.971642017364502,A,0.9998725652694702,True,True,True,True,[0.971642   0.00848885 0.00400985 0.01585925],[9.9987257e-01 6.2046434e-05 1.3844432e-05 5.1438306e-05]
625,یک فنجان آب و یک فنجان مشابه بنزین در یک روز گرم آفتابی بر روی میزی نزدیک پنجره قرار داده شدند. چند ساعت بعد مشاهده شد که هر دو فنجان مایع کمتری دارند اما بنزین کمتری نسبت به آب باقی مانده است. این آزمایش چه چیزی را نشان می‌دهد؟,"['همه مایعات تبخیر می\u200cشوند.', 'بنزین داغ\u200cتر از آب می\u200cشود.', 'برخی مایعات سریع\u200cتر از دیگران تبخیر می\u200cشوند.', 'مایعات فقط در زیر نور آفتاب تبخیر می\u200cشوند.']",C,این آزمایش نشان می‌دهد که برخی مایعات سریع‌تر از دیگران تبخیر می‌شوند. بنزین به دلیل ویژگی‌های شیمیایی و فیزیکی خود، نسبت به آب سریع‌تر تبخیر شده و در نتیجه مقدار کمتری از آن باقی مانده است.,B,0.5229635238647461,C,0.9885796904563904,False,True,True,True,[0.116234   0.5229635  0.35802594 0.00277661],[9.6162735e-03 1.6710577e-03 9.8857969e-01 1.3294852e-04]
626,پس از بارش سنگین باران، لغزش گل و لای به یک برکه می‌ریزد و گل در آب مخلوط می‌شود. کدام یک از موارد زیر بیشتر احتمال دارد که اتفاق بیفتد؟,"['ماهی\u200cها غذاهای بیشتری خواهند داشت.', 'درختان قادر به دریافت نور بیشتری خواهند بود.', 'راكون\u200cها نخواهند توانست غذا پیدا کنند.', 'گیاهان زیر آب نور کمتری دریافت خواهند کرد.']",D,پس از باران و ورود گل به دریاچه، نور زیر آب کاهش می‌یابد. گیاهان زیرآبی برای فتوسنتز به نور نیاز دارند و این کاهش می‌تواند به رشد آن‌ها,A,0.6498284339904785,D,0.47953206300735474,False,True,True,True,[0.64982843 0.0253942  0.11380892 0.2109684 ],[0.32957727 0.01448061 0.17640999 0.47953206]
627,در کدام فاز ماه یک خورشید گرفتگی می‌تواند رخ دهد؟,"['پر', 'نو', 'ربع', 'هلال']",B,کسوف فقط در مرحله ماه نو رخ می‌دهد، زیرا در این زمان ماه بین زمین و خورشید قرار دارد و سایه‌اش بر زمین می‌افتد. در مراحل دیگر این امکان وجود ندارد.,D,0.8010634779930115,B,0.973011314868927,False,True,True,True,[0.12236813 0.05780261 0.01876576 0.8010635 ],[0.02043225 0.9730113  0.00139043 0.00516608]
628,کدام یک از موارد زیر دارای بزرگترین جرم است؟,"['ستاره', 'ماه', 'سیاره', 'کهکشان']",D,کهکشان‌ها بزرگ‌ترین و سنگین‌ترین ساختارهای کیهانی هستند و شامل میلیاردها ستاره و ماده دیگرند، بنابراین دارای بزرگ‌ترین جرم‌اند.,D,0.36680659651756287,D,0.981269359588623,True,True,True,True,[0.32370567 0.28566927 0.02381843 0.3668066 ],[1.6047703e-02 2.4609950e-03 2.2186544e-04 9.8126936e-01]
629,طوفان‌ها آب را به صورت باران جابجا می‌کنند. انرژی که این فرایند را آغاز می‌کند از کجا تأمین می‌شود؟,"['خورشید.', 'دریاها.', 'زمین.', 'ابرها.']",A,منبع انرژی بارش باران خورشید است. این انرژی با گرم کردن آب در اقیانوس‌ها بخار آب تولید می‌کند که به ابرها تبدیل شده و در شرایط مناسب به باران می‌انجامد.,A,0.9897083640098572,A,0.9325796365737915,True,True,True,False,[9.8970836e-01 5.9080548e-03 3.2305476e-04 4.0605422e-03],[9.3257964e-01 6.7030117e-02 7.4890151e-05 3.1529929e-04]
630,در یک جنگل سالم، درختان و شاخه‌های مرده به زمین می‌افتند و تجزیه می‌شوند. کدام یک از این جملات بهترین توصیف را از اهمیت تجزیه برای اکوسیستم جنگل ارائه می‌دهد؟,"['مواد مغذی زمانی که چوب تجزیه می\u200cشود آزاد می\u200cشوند.', 'کرم\u200cها اکسیژنی تولید می\u200cکنند که توسط سایر موجودات استفاده می\u200cشود.', 'درختان مرده مکان\u200cهای لانه\u200cسازی برای بسیاری از گونه\u200cهای مختلف پرندگان فراهم می\u200cکنند.', 'آب در درختان و شاخه\u200cهای مرده ذخیره می\u200cشود.']",A,تجزیه چوب و شاخه‌های مرده مواد مغذی را در خاک آزاد می‌کند که برای رشد گیاهان و درختان جدید ضروری است. این فرآیند به حفظ تعادل اکوسیستم جنگل و ادامه چرخه حیات کمک می‌کند. بنابراین،,A,0.9828994870185852,A,0.9972237348556519,True,True,True,True,[0.9828995  0.01412337 0.00148859 0.00148859],[9.9722373e-01 1.5139782e-03 6.3112000e-04 6.3112000e-04]
631,حیوانات از منابع موجود در محیط برای بقا استفاده می‌کنند. کدام یک از منابع زیر را حیوان برای به دست آوردن انرژی استفاده می‌کند؟,"['هوا', 'غذا', 'پناهگاه', 'آب']",B,حیوانات برای بقا به غذا نیاز دارند که منبع اصلی انرژی آنهاست و برای فعالیت‌های روزمره استفاده می‌شود.,B,0.9690913558006287,B,0.9985260367393494,True,True,True,True,[0.02572473 0.96909136 0.00211161 0.00307238],[9.1410161e-04 9.9852604e-01 3.0618568e-04 2.5383683e-04]
632,کدام یک از موارد زیر نمونه‌ای از تغییر فیزیکی حالت نیست؟,"['جوشاندن', 'هم زدن', 'یخ زدن', 'تبخیر']",B,هم زدن تغییر فیزیکی نیست زیرا حالت ماده تغییر نمی‌کند و فقط ترکیب مواد در مخلوط تغییر می‌کند. جوشیدن، یخ زدن و تبخیر تغییرات فیزیکی هستند که,B,0.8613256216049194,B,0.9766294360160828,True,True,True,True,[0.06239422 0.8613256  0.04288287 0.03339722],[0.01774839 0.97662944 0.00113462 0.0044875 ]
633,کدام واقعیت دربارهٔ آب نمونه‌ای از یک ویژگی شیمیایی است؟,"['آب هنگام یخ زدن منبسط می\u200cشود.', 'نقطه جوش آب ۱۰۰ درجه سانتی\u200cگراد است.', 'آب می\u200cتواند به هیدروژن و اکسیژن جدا شود.', 'چگالی آب بیشتر از چگالی یخ است.']",C,خاصیت شیمیایی نشان‌دهنده تغییر در ترکیب ماده است. آب می‌تواند به هیدروژن و اکسیژن تجزیه شود که این تغییر شیمیایی است، در حالی که سایر گزینه‌ها ویژگی‌های ف,C,0.5817921757698059,C,0.9866822957992554,True,True,True,True,[0.19036166 0.03748444 0.5817922  0.19036166],[9.7489599e-03 2.7931237e-03 9.8668230e-01 7.7562244e-04]
634,خواص فیزیکی و شیمیایی می‌توانند برای طبقه‌بندی مواد استفاده شوند. کدامیک از این موارد نشان‌دهنده یک خاصیت شیمیایی است؟,"['نقره ذوب می\u200cشود.', 'منیزیم می\u200cسوزد.', 'گوگرد یک جامد زرد است.', 'آلومینیوم گرما را هدایت می\u200cکند.']",B,خاصیت شیمیایی تغییراتی است که ترکیب ماده را تغییر می‌دهد. سوختن منیزیم یک واکنش شیمیایی است که ترکیبات جدید تولید می‌کند، در حالی که ذوب نقره و رسانایی,B,0.8199557662010193,B,0.9325159788131714,True,True,True,True,[0.16114381 0.81995577 0.0071357  0.01176477],[0.04113225 0.932516   0.00433531 0.02201651]
635,کدام یک از این موارد، عملکرد اصلی رفلکس استفراغ است؟,"['خالی کردن بدن از مواد زائد', 'طرد کردن غذایی که ارزش تغذیه\u200cای ندارد', 'خالی کردن معده زمانی که غذا در آن زیاد است', 'حذف مواد سمی از معده قبل از اینکه جذب شود']",D,عملکرد اصلی رفلکس استفراغ، حذف مواد سمی از معده قبل از جذب آنهاست تا از ورود مواد مضر به بدن جلوگیری کند.,B,0.36722296476364136,D,0.9711651802062988,False,True,True,True,[0.25238842 0.36722296 0.05631547 0.32407314],[0.01582054 0.00214108 0.01087329 0.9711652 ]
636,آب یخ به چهار فنجان از جنس‌های مختلف ریخته می‌شود. فنجان ساخته شده از کدام ماده پس از یک دقیقه سردترین احساس خواهد شد؟,"['فوم', 'شیشه', 'فلز', 'پلاستیک']",C,لیوان فلزی به دلیل هدایت حرارتی بالا، گرما را سریع‌تر جذب و به سطح بیرونی منتقل می‌کند. بنابراین، پس از یک دقیقه، سردترین احساس خواهد شد. فوم و پلاستیک عایق‌های بهتری هستند و دما را کمتر,A,0.4744502604007721,C,0.6027913689613342,False,True,True,True,[0.47445026 0.3709484  0.07247564 0.08212566],[0.05606833 0.32265097 0.60279137 0.01848937]
637,سوالی: یک دانش‌آموز یک سطل آب را در روز گرم و آفتابی در خارج می‌گذارد. کدام فرآیند به احتمال زیاد برای آب در سطل اتفاق می‌افتد؟,"['الف) ذوب شدن', 'ب) یخ زدن', 'ج) تبخیر', 'د) میعان']",C,در روز گرم و آفتابی، آب در سطل به دلیل گرما تبخیر می‌شود و مولکول‌های آن به بخار تبدیل می‌شوند. بنابراین، تبخیر محتمل‌ترین,C,0.9077105522155762,C,0.9745786786079407,True,True,True,True,[0.03106015 0.03988202 0.90771055 0.02134731],[0.01401065 0.00178125 0.9745787  0.00962937]
638,نقش گیاهان سبز در چرخه کربن دی‌اکسید-اکسیژن چگونه است؟,"['آنها اکسیژن را به خاک اضافه می\u200cکنند.', 'آنها اکسیژن را به هوا آزاد می\u200cکنند.', 'آنها کربن دی\u200cاکسید را در خاک تثبیت می\u200cکنند.', 'آنها کربن دی\u200cاکسید را در ریشه\u200cها ذخیره می\u200cکنند.']",B,گیاهان سبز در فتوسنتز، دی‌اکسید کربن را جذب و اکسیژن را به هوا آزاد می‌کنند. این فرآیند به تولید اکسیژن و کاهش غلظت دی‌اکسید کرب,B,0.8002738356590271,B,0.9924091100692749,True,True,True,True,[0.03999923 0.80027384 0.15820003 0.00152689],[5.9706401e-03 9.9240911e-01 1.3322299e-03 2.8811494e-04]
639,کدام ویژگی خاص نشان‌دهنده این است که سنگ آذرین به آرامی سرد می‌شود؟,"['ترکیب معدنی', 'سختی', 'چگالی', 'اندازه بلور']",D,ویژگی اندازه بلور نشان‌دهنده سرد شدن آرام سنگ آذرین است. سرد شدن تدریجی باعث تشکیل بلورهای بزرگ‌تر می‌شود، زیرا زمان بیشتری برای رشد بلورها وجود دارد.,A,0.6210406422615051,D,0.9903179407119751,False,True,True,True,[0.62104064 0.10708083 0.01299038 0.25888824],[8.6351279e-03 1.0313189e-03 1.5659753e-05 9.9031794e-01]
640,واحدی که دانشمندان برای اندازه‌گیری فاصله بین ستارگان استفاده می‌کنند چیست؟,"['سال نوری', 'واحد آنگستروم', 'واحد نجومی', 'قدر ظاهری']",A,"دانشمندان برای اندازه‌گیری فاصله بین ستاره‌ها از ""سال نوری"" استفاده می‌کنند، زیرا این واحد مناسب مقیاس بزرگ فضا است.",A,0.8653368949890137,A,0.9965803027153015,True,True,True,True,[0.8653369  0.07075425 0.00146846 0.06244041],[9.9658030e-01 1.9266728e-03 3.2450465e-04 1.1685861e-03]
641,اگنس فهمید که مغز، نخاع و اعصاب با هم کار می‌کنند. آنها چه چیزی را تشکیل می‌دهند؟,"['یک سلول', 'یک بافت', 'یک اندام', 'یک سیستم']",D,"مغز، نخاع و اعصاب اجزای سیستم عصبی هستند که با هم یک سیستم را تشکیل می‌دهند. بنابراین پاسخ صحیح گزینه ""سی",D,0.9881247282028198,D,0.9974038004875183,True,True,True,True,[7.5444253e-03 4.0382398e-03 2.9252912e-04 9.8812473e-01],[1.9405438e-03 5.5597513e-04 9.9680838e-05 9.9740380e-01]
642,یک کودک یک واگن را در سراشیبی حرکت می‌دهد. در نهایت، واگن متوقف می‌شود. کدام یک بیشتر مسئول توقف واگن است؟,"['جاذبه\u200cای که بر واگن عمل می\u200cکند', 'اصطکاکی که بر واگن عمل می\u200cکند', 'جرم واگن', 'جرم کودک']",B,نیروی جاذبه واگن را به سمت پایین می‌کشد، اما نیروی اصلی توقف واگن، اصطکاک بین چرخ‌ها و زمین است که باعث کاهش تدریجی سرعت و توقف آن می‌شود. بنابراین، اصطکاک,B,0.9331541657447815,B,0.9865994453430176,True,True,True,True,[0.02511176 0.93315417 0.00097369 0.0407604 ],[1.2250813e-02 9.8659945e-01 2.6232851e-04 8.8744581e-04]
643,موش‌ها، خرگوش‌ها، پوم‌ها و سنجاب‌ها همه در یک زیست‌سازوارهٔ گیاهی زندگی می‌کنند. کدام یک از این حیوانات در صورت ادامه کاهش جمعیت سه حیوان دیگر، بیشترین سختی را برای بقا خواهد داشت؟,"['موش', 'سنجاب', 'پوم', 'خرگوش']",C,در یک اکوسیستم، بوبکت‌ها به عنوان شکارچیان بالاتر وابسته به جمعیت موش‌ها، خرگوش‌ها و سنجاب‌ها هستند. کاهش این جمعیت‌ها باعث کمبود غذا برای بوبکت‌ها می‌شود و بقا آنها را به خطر می‌اند,A,0.4309987425804138,A,0.7802767753601074,False,False,False,False,[0.43099874 0.43099874 0.01451932 0.12348321],[0.7802768  0.08256245 0.0642997  0.07286111]
644,مردم آب را به طرق مختلفی استفاده می‌کنند. کدام یک از این فعالیت‌ها باعث هدر رفت آب می‌شود؟,"['پر کردن یک لیوان آب', 'رها کردن شیر آب باز', 'خیساندن سبزیجات در آب برای شستن آنها', 'اضافه کردن لیوان\u200cهای آب طبق دستور ارائه شده']",B,رها کردن شیر آب باز باعث هدر رفت آب می‌شود، زیرا آب به طور مداوم جاری است و استفاده‌ای ندارد، در حالی که سایر گزینه‌ها مصرف معقولی دارند.,B,0.4701979160308838,B,0.9765205979347229,True,True,True,True,[0.22210576 0.47019792 0.15384817 0.15384817],[0.01590778 0.9765206  0.00402212 0.00354951]
645,یکی از ویژگی‌های مایعات این است که دارای یک مقدار مشخص هستند.,"['انعطاف\u200cپذیری', 'دما', 'حجم', 'شکل']",C,مایعات دارای حجم معین هستند و نمی‌توانند حجم خود را تغییر دهند. شکل آن‌ها به ظرف بستگی دارد، بنابراین ویژگی اصلی مایعات حجم مشخص است.,C,0.9811397194862366,C,0.9991088509559631,True,True,True,True,[0.0139679  0.00275044 0.9811397  0.00214205],[7.4359315e-04 9.9641538e-06 9.9910885e-01 1.3755090e-04]
646,لورا آماده بود تا یک توپ بولینگ را در مسیر هل دهد. او توپ را با دستش به عقب چرخاند. در بالای حرکت عقب، توپ با سرعت 0 متر بر ثانیه (متر/ثانیه) بود. او بازوی خود را به جلو چرخاند تا توپ را در مسیر رها کند. توپ با سرعت 12 متر بر ثانیه از دستش خارج شد. زمان لازم برای چرخاندن توپ به جلو 0.5 ثانیه بود. شتاب متوسط توپ بولینگ در طول حرکت به جلو چقدر بود؟,"['2.4 متر بر ثانیه مربع', '6.0 متر بر ثانیه مربع', '11.5 متر بر ثانیه مربع', '24.0 متر بر ثانیه مربع']",D,برای محاسبه شتاب متوسط، از فرمول شتاب استفاده می‌کنیم: شتاب = تغییر سرعت / زمان. تغییر سرعت برابر با 12 m/s (سرعت نهایی) - 0 m/s (سرعت اولیه) است که برابر با 12 m/s می‌شود. با تقسیم این مقدار بر زمان 0.5 ثانیه، شتاب متوسط 24 m/s² به دست می‌آید. بنابراین، گزینه صحیح D) 24,D,0.5730552077293396,D,0.9853277206420898,True,True,True,True,[0.30673435 0.08788086 0.03232956 0.5730552 ],[1.4165179e-02 4.1459085e-04 9.2507718e-05 9.8532772e-01]
647,آقای جنکینز یک مدار شامل یک منبع متغیر، سیم‌ها و یک مقاومت ساخت. برای سه برابر کردن مقدار جریان، چگونه باید ولتاژ منبع را تغییر دهد؟,"['ولتاژ را سه برابر کند', 'ولتاژ را یک\u200cسوم کند', 'ولتاژ را نه برابر کند', 'ولتاژ را یک\u200cنهم کند']",A,برای سه برابر کردن جریان، طبق قانون اهم، باید ولتاژ را سه برابر کنیم. افزایش ولتاژ باعث افزایش جریان می‌شود. بنابراین، گزینه صحیح A است.,A,0.6185077428817749,A,0.992613673210144,True,True,True,True,[0.61850774 0.37514392 0.00221333 0.00413504],[9.9261367e-01 6.6588512e-03 4.2568613e-04 3.0185666e-04]
648,پس از آتش‌سوزی جنگل، کدام نوع از موجودات شروع به جانشینی ثانویه خواهند کرد؟,"['درختچه\u200cهای کوچک', 'بلوط\u200cهای بالغ', 'درختان همیشه\u200cسبز', 'گل\u200cهای وحشی']",D,پس از آتش‌سوزی جنگل، گل‌های وحشی به عنوان گیاهان اولیه و مقاوم، سریعاً رشد کرده و به غنی‌تر شدن خاک کمک می‌کنند و شرایط را برای گونه‌های دیگر فراهم می‌آورند,A,0.679082453250885,D,0.9555039405822754,False,True,True,True,[0.67908245 0.2836371  0.00761796 0.02966249],[4.1736644e-02 2.6681344e-03 9.1298542e-05 9.5550394e-01]
649,در گیاهان، سیستم آوند چوبی و آوند آبکشی آب و مواد مغذی را در گیاه برای استفاده و ذخیره‌سازی منتقل می‌کنند. در انسان‌ها، یک سیستم اندامی با کارکرد مشابه عبارت است از,"['سیستم عصبی.', 'سیستم تنفسی.', 'سیستم قلبی-عروقی.', 'سیستم پوششی.']",C,در گیاهان، زایلن و فلوئم آب و مواد مغذی را منتقل می‌کنند. در انسان‌ها، سیستم قلبی-عروقی خون را که شامل مواد مغذی و اکسیژن است، در بدن پخش می‌کند. بنابراین,C,0.5300474166870117,C,0.9688205122947693,True,True,True,True,[4.6776521e-01 1.7002563e-03 5.3004742e-01 4.8713156e-04],[2.9427769e-02 1.1410385e-03 9.6882051e-01 6.1075384e-04]
650,یک دانش آموز ۱۰۰ گرم آب را به جوش می‌آورد تا بخار آب (گاز) تشکیل دهد. دانش آموز باید از چه روشی استفاده کند تا تعیین کند که جرم بخار آب برابر با ۱۰۰ گرم است؟,"['اندازه\u200cگیری مقدار بخار آب (گاز) در هوا', 'جمع\u200cآوری بخار آب (گاز) و خنک کردن آن به حالت مایع', 'وزن کردن لیوان قبل و بعد از جوشاندن آب', 'مقایسه دمای آب در حال جوش با دمای بخار آب (گاز)']",B,برای تعیین جرم بخار آب، بهترین روش جمع‌آوری بخار و خنک کردن آن به مایع است. این کار امکان اندازه‌گیری دقیق جرم بخار آب و تأیید برابری آن با جرم اولیه آب را فراهم می‌کند.,B,0.8831207752227783,B,0.9501857757568359,True,True,True,True,[0.07220835 0.8831208  0.03865035 0.00602056],[0.02891817 0.9501858  0.01987515 0.00102094]
651,دانشجویی که با دوچرخه در حال حرکت است، مشاهده می‌کند که دوچرخه بر روی یک جاده هموار سریع‌تر حرکت می‌کند تا بر روی یک جاده ناهموار. این امر به این دلیل است که جاده هموار دارای,"['کشش کمتر', 'کشش بیشتر', 'سایش کمتر', 'سایش بیشتر']",C,دوچرخه بر روی جاده‌ی هموار سریع‌تر حرکت می‌کند زیرا اصطکاک کمتری دارد و این امر انرژی بیشتری را به حرکت تبدیل می‌کند.,A,0.30738383531570435,A,0.8692269921302795,False,False,False,False,[0.30738384 0.27126527 0.30738384 0.1139671 ],[0.869227   0.02325478 0.08116715 0.02635111]
652,در یکی از مراحل چرخه کربن، یک فرد یک مولکول دی‌اکسید کربن (CO2) را به جو انباشته می‌کند. کدام یک از موارد زیر بیشتر احتمال دارد که برای اتم کربن در این مولکول بعداً اتفاق بیفتد؟,"['ممکن است به عنوان بخشی از شکر در یک گیاه استفاده شود.', 'ممکن است به بخشی از پروتئین در یک حیوان تبدیل شود.', 'ممکن است در هنگام سوختن سوخت فسیلی مصرف شود.', 'ممکن است توسط یک باکتری به کربن و اکسیژن تجزیه شود.']",A,دی‌اکسید کربن (CO2) که انسان بازدم می‌کند، می‌تواند توسط گیاهان در فتوسنتز جذب و به قندها و ترکیبات آلی تبدیل شود. این فرآیند به گیاهان کمک می‌کند تا کربن,A,0.7976505160331726,A,0.9787111878395081,True,True,True,True,[0.7976505  0.02154928 0.15676022 0.02403996],[0.9787112  0.00396864 0.01222428 0.00509584]
653,درجه حرارتی که آب یخ می‌زند، اجازه می‌دهد آب در کدام دو شکل بر روی زمین وجود داشته باشد؟,"['رودخانه\u200cهای آب شیرین و اقیانوس\u200cهای آب شور', 'اقیانوس\u200cهای مایع و یخچال\u200cهای جامد', 'بخار جوی و قطرات ابر', 'آب در خاک و آب در گیاهان']",B,دمای انجماد آب (صفر درجه سانتی‌گراد) موجب وجود آب به دو شکل مایع و جامد می‌شود. در این دما، آب به صورت مایع در اقیانوس‌ها و به صورت جامد در یخچال‌ها وجود دارد. بنابراین، گزینه ب,B,0.9417142868041992,B,0.9714467525482178,True,True,True,True,[0.04145693 0.9417143  0.00495132 0.01187761],[2.5787251e-02 9.7144675e-01 2.1500802e-03 6.1600836e-04]
654,سوال: یک والد و یک کودک چند ویژگی مشترک دارند. هر دو فرد قدبلند، موهای فرفری، آشپزهای خوبی هستند و لکه‌های کک و مک روی پوستشان دارند. کدامیک از این ویژگی‌ها یک رفتار آموخته شده است؟,"['A) قد بلند بودن', 'B) موهای فرفری داشتن', 'C) آشپز خوب بودن', 'D) لکه\u200cهای کک و مک داشتن']",C,"خصوصیت ""آشپز خوب بودن"" یک رفتار آموخته شده است که از طریق آموزش و تجربه به دست می‌آید. در مقابل، قد بلند، موهای فرفری و لکه‌های کک و مک ویژگی‌های ژنتیکی هستند که از والدین",B,0.4433034062385559,C,0.9306800961494446,False,True,True,True,[0.04709029 0.4433034  0.34524503 0.16436128],[0.04105127 0.02197316 0.9306801  0.00629542]
655,گازهای نجیب، هلیوم، نئون، آرگون، کریپتون، زنون و رادون، به ندرت با عناصر دیگر واکنش نشان می دهند زیرا آنها,"['گازهایی با چگالی کم هستند.', 'در زمین فراوان نیستند.', 'سطوح انرژی خارجی کامل دارند.', 'دو الکترون در سطح انرژی خارجی خود دارند.']",C,گازهای نجیب به دلیل کامل بودن لایه‌های انرژی خارجی، تمایل کمی به واکنش با دیگر عناصر دارند و پایدار می‌مانند.,A,0.6594839096069336,C,0.9894301891326904,False,True,True,True,[0.6594839  0.11460112 0.07876413 0.14715075],[9.5496476e-03 8.6092681e-04 9.8943019e-01 1.5925545e-04]
656,زمانی که یک قطار با باتری روشن می‌شود، در طول مسیر حرکت می‌کند. بهترین توصیف از نوع انرژی‌های مورد استفاده برای حرکت قطار چیست؟,"['مکانیکی، شیمیایی، الکتریکی', 'الکتریکی، شیمیایی، مکانیکی', 'الکتریکی، مکانیکی، شیمیایی', 'شیمیایی، الکتریکی، مکانیکی']",D,قطار انرژی شیمیایی باتری را به الکتریکی و سپس به مکانیکی تبدیل می‌کند. بنابراین ترتیب صحیح انرژی‌ها شیمیایی، الکتریکی و مکانیکی است,D,0.7173637747764587,D,0.9957613348960876,True,True,True,True,[0.18208785 0.07590551 0.02464291 0.7173638 ],[2.4730710e-03 1.6997152e-03 6.5905115e-05 9.9576133e-01]
657,یک دانشمند فسیل یک گیاه دریایی را در سنگ‌های یک بیابان کشف کرد. کشف این فسیل به احتمال زیاد به دانشمند چه چیزی می‌گوید؟,"['فسیل\u200cها در بالای یک کوه شکل گرفته\u200cاند.', 'فسیل\u200cها در طول یک طوفان بارانی شکل گرفته\u200cاند.', 'این منطقه دارای فوران\u200cهای آتشفشانی زیاد بوده است.', 'این منطقه زمانی زیر آب بوده است.']",D,کشف فسیل گیاه دریایی در بیابان نشان می‌دهد که این منطقه در گذشته زیر آب بوده و تغییرات جغرافیایی باعث خشک شدن آن شده است.,D,0.9741482734680176,D,0.9958667755126953,True,True,True,True,[0.0177033  0.00307637 0.00507208 0.9741483 ],[3.5916565e-03 5.1742716e-04 2.4200390e-05 9.9586678e-01]
658,کدام فهرست ترتیب صحیح مواد را از پایین‌ترین نقطه ذوب تا بالاترین نشان می‌دهد؟,"['اکسیژن، آب، آهن', 'آب، آهن، اکسیژن', 'اکسیژن، آهن، آب', 'آهن، اکسیژن، آب']",A,نقطه ذوب اکسیژن (-218 درجه سانتی‌گراد) از آب (0 درجه) و آهن (1538 درجه) پایین‌تر است. بنابراین ترتیب صحیح: اکسیژن، آب، آهن است,C,0.4682951271533966,A,0.9996023774147034,False,True,True,True,[0.36328673 0.04955113 0.46829513 0.11886697],[9.9960238e-01 6.2699597e-05 2.6397518e-04 7.1047951e-05]
