index,question,options,gold,masked_explanation,pred_noexp,prob_noexp,pred_exp,prob_exp,is_correct_noexp,is_correct_exp,sufficiency,usefulness,probs_noexp,probs_exp
497,رایج ترین عنصری که در ترکیبات تشکیل دهنده آب اقیانوس یافت می‌شود، چیست؟,"['نیتروژن', 'اکسیژن', 'کربن', 'سیلیکون']",B,[MASK] اصلی‌ترین عنصر در ترکیب آب دریا است.,B,0.994754433631897,B,0.9884627461433411,True,True,True,False,[4.1212966e-03 9.9475443e-01 4.9221865e-04 6.3202129e-04],[1.1110268e-02 9.8846275e-01 1.4887768e-04 2.7814013e-04]
498,یک شرکت داروسازی یک آنتی بیوتیک جدید برای درمان ذات الریه توسعه می‌دهد. پس از آزمایش‌های محدود، محققان نتیجه‌گیری می‌کنند که این آنتی بیوتیک به نظر موثر است. چگونه می‌توانند نتیجه‌گیری‌های خود را تقویت کنند؟,"['آزمایش آنتی\u200cبیوتیک بر روی داوطلبان انسانی.', 'نتایج خود را در یک نشریه پزشکی منتشر کنند.', 'از یک آزمایشگاه مستقل بخواهند تا آنتی\u200cبیوتیک را دوباره آزمایش کند.', 'کارایی آنتی\u200cبیوتیک را در کشتن دیگر باکتری\u200cها آزمایش کنند.']",C,برای تقویت نتایج، محققان باید آنتی‌بیوتیک را بر روی داوطلبان انسانی آزمایش کنند,A,0.6483676433563232,A,0.9176602959632874,False,False,False,False,[0.64836764 0.07743648 0.27027985 0.00391605],[9.1766030e-01 1.5066177e-02 6.6475093e-02 7.9847814e-04]
499,کدام یک درباره خورشید و زمین درست است؟,"['زمین نور و انرژی حرارتی به خورشید می\u200cدهد.', 'زمین تنها انرژی حرارتی به خورشید می\u200cدهد.', 'خورشید نور و انرژی حرارتی به زمین می\u200cدهد.', 'خورشید تنها انرژی نوری به زمین می\u200cدهد.']",C,خورشید نور و گرما را به زمین می‌دهد و برای حیات,C,0.8595194220542908,C,0.9857220649719238,True,True,True,True,[0.13206927 0.00571276 0.8595194  0.00269851],[0.01107946 0.00149944 0.98572206 0.00169909]
500,در طول تولید مثل جنسی، یک سلول اسپرم یک سلول تخمک را بارور می‌کند تا یک تخمک بارور شده شکل بگیرد. سپس تخمک بارور شده به یک موجود جدید تبدیل می‌شود. کدامیک از بیانات، مزیت اصلی تولید مثل جنسی را نسبت به تولید مثل غیرجنسی توصیف می‌کند؟,"['الف) تولید مثل جنسی فرزندان یکسانی تولید می\u200cکند.', 'ب) تولید مثل جنسی فرزندان کمتری سازگار تولید می\u200cکند.', 'ج) تولید مثل جنسی تعداد زیادی فرزند تولید می\u200cکند.', 'د) تولید مثل جنسی باعث تنوع ژنتیکی در فرزندان می\u200cشود.']",D,تولید مثل جنسی تنوع ژنتیکی ایجاد می‌کند که به سازگاری بهتر با محیط کمک,D,0.6844456791877747,D,0.9543816447257996,True,True,True,True,[0.09226852 0.00194513 0.22134067 0.6844457 ],[0.02218341 0.0012515  0.02218341 0.95438164]
501,یک دانش‌آموز نمک و شکر را مخلوط کرد. کدام جمله خواص فیزیکی نمک و شکر را پس از مخلوط شدن توصیف می‌کند؟,"['شکر نمک را حل کرد.', 'نمک و شکر رنگشان تغییر کرد.', 'شکر و نمک تغییری نکردند.', 'نمک و شکر یک ماده جدید تشکیل دادند.']",C,پس از مخلوط شدن، خواص فیزیکی نمک و شکر تغییر نمی‌کند,C,0.8070542812347412,C,0.9278391599655151,True,True,True,True,[0.15891841 0.01701365 0.8070543  0.01701365],[0.06721245 0.00379187 0.92783916 0.00115645]
502,چرا در فصول مختلف ستاره‌های مختلفی دیده می‌شوند؟,"['برخی از ستاره\u200cها در فصول مختلف بیشتر می\u200cدرخشند.', 'خورشید در فصول مختلف بر ستاره\u200cهای مختلف می\u200cتابد.', 'زمین در فصول مختلف موقعیت خود را در مدار تغییر می\u200cدهد.', 'ماه در فصول مختلف موقعیت خود را در مدار تغییر می\u200cدهد.']",C,زمین با تغییر موقعیت خود در مدار، زاویه دید ما به ستاره‌ها را تغییر,C,0.4332740306854248,C,0.9646706581115723,True,True,True,True,[0.2977846  0.15939261 0.43327403 0.10954883],[3.2816365e-02 2.1309168e-03 9.6467066e-01 3.8205236e-04]
503,یک دانشمند شمارش‌های ماهانه جمعیت سه گونه حیوانی را در یک جنگل به مدت پنج سال جمع‌آوری کرده است. برای نمایش این داده‌ها، دانشمند باید از کدام یک از موارد زیر استفاده کند؟,"['یک جدول', 'یک نمودار دایره\u200cای', 'یک نمودار خطی', 'یک نمودار پراکندگی']",C,بهترین گزینه نمودار خطی است که روند تغییرات جمعیت را در طول زمان نشان می‌دهد.,A,0.6156951189041138,C,0.98846834897995,False,True,True,True,[0.6156951  0.22738807 0.0503423  0.10657465],[9.7285304e-03 5.6626840e-04 9.8846835e-01 1.2368439e-03]
504,دوقلوهای هم‌زاد ممکن است ویژگی‌های مشابهی داشته باشند یا نداشته باشند به دلیل,"['ترکیب مستقل.', 'وراثت چندژنی.', 'غلبه ناقص.', 'آلل\u200cهای متعدد.']",A,دوقلوهای هم‌زاد به دلیل وراثت چندژنی ممکن است ویژگی‌های مشابهی نداشته باشند,B,0.679154634475708,B,0.9717655777931213,False,False,False,False,[0.28422186 0.67915463 0.0160347  0.02058896],[2.5998034e-02 9.7176558e-01 5.7437131e-04 1.6619986e-03]
505,سوالی: یک شرکت در حال تولید تبلیغاتی برای گیتارهای سفارشی خود است. کدام یک از بیانیه‌های زیر باید در تبلیغ وجود داشته باشد تا بهترین تأکید بر فرایندهای تولید سفارشی شرکت داشته باشد؟,"['الف) گیتارهای ما با استفاده از ابزار دستی ساخته می\u200cشوند.', 'ب) ما گیتارهای خود را طبق مشخصات شما می\u200cسازیم.', 'ج) ما هر ساله هزاران گیتار تولید و به فروش می\u200cرسانیم.', 'د) گیتارهای ما بهترین کیفیتی هستند که پول شما می\u200cتواند بخرد.']",B,"بیانیه ""ما گیتارهای خود را طبق مشخصات شما می‌سازیم"" تأک",B,0.5519434809684753,B,0.9812119007110596,True,True,True,True,[0.429854   0.5519435  0.00349364 0.0147088 ],[0.01585981 0.9812119  0.00114888 0.00177942]
506,یک تولیدکننده لوازم خانگی طراحی جدیدی برای پنکه برقی خود انجام داده است. این تولیدکننده پنکه جدید را از نظر مصرف انرژی بهینه‌تر کرده است. این بدین معناست که پنکه جدید,"['بیشتر برق را به گرما تبدیل می\u200cکند.', 'با سرعت کمتری نسبت به پنکه اصلی می\u200cچرخد.', 'به برق بیشتری نسبت به پنکه اصلی نیاز دارد.', 'درصد گرمای از دست رفته به جو را کاهش می\u200cدهد.']",D,فن جدید اتلاف حرارت کمتری دارد و کارایی بیشتری در مصرف انرژی دارد.,D,0.5085722804069519,D,0.9245081543922424,True,True,True,True,[0.3960765  0.04767561 0.04767561 0.5085723 ],[0.04077904 0.00295402 0.03175875 0.92450815]
507,یک توپ بولینگ که بر روی یک میز در حالت سکون قرار دارد، نیرویی به سمت پایین بر روی میز وارد می‌کند. نیرویی که از سوی میز وارد می‌شود، باید,"['همانند نیروی توپ باشد.', 'به\u200cطور مداوم با توپ تغییر کند.', 'بیشتر از نیروی توپ باشد.', 'کمتر از نیروی توپ باشد.']",A,طبق قانون سوم نیوتن، نیروها برابر و مخالف‌اند.,D,0.5922830104827881,A,0.6312430500984192,False,True,True,True,[0.31702626 0.0199526  0.07073812 0.592283  ],[0.63124305 0.01320378 0.12333183 0.23222135]
508,کدام جسم نیروی گرانشی به قدری قدرتمند دارد که مرکز منظومه شمسی را تشکیل می‌دهد؟,"['زمین', 'پلوتو', 'ماه', 'خورشید']",D,[MASK] نیروی گرانشی قوی دارد که سیارات را در مدار نگه,D,0.9633971452713013,D,0.9330241084098816,True,True,True,False,[0.02562357 0.00745688 0.00352238 0.96339715],[0.02828516 0.01040553 0.02828516 0.9330241 ]
509,گیاهان می‌توانند به جلوگیری از فرسایش کمک کنند یا به فرسایش کمک کنند. کدام یک از موارد زیر توصیف می‌کند که چگونه گیاهان می‌توانند به فرسایش کمک کنند؟,"['گیاهان جریان آب و خاک را کند می\u200cکنند.', 'ریشه\u200cهای گیاه در سنگ\u200cها رشد می\u200cکنند و سنگ\u200cها را می\u200cشکنند.', 'ریشه\u200cهای گیاه خاک را در مقابل باد نگه می\u200cدارند.', 'گیاهان ضربه\u200cی قطرات باران را قبل از برخورد آن\u200cها به خاک می\u200cشکنند.']",B,ریشه‌های گیاهان با شکستن سنگ‌ها، به فرسایش زمین کمک,A,0.8143877983093262,B,0.9887951612472534,False,True,True,True,[0.8143878  0.18100604 0.00123882 0.00336745],[1.0856549e-02 9.8879516e-01 1.3666379e-04 2.1166900e-04]
510,زنجیره غذایی نشان داده شده است. نور خورشید -> علف -> خرگوش -> مار. عامل غیر زنده در این زنجیره غذایی چیست؟,"['نور خورشید', 'علف', 'خرگوش', 'مار']",A,عامل غیر زنده در زنجیره غذایی [MASK] است که منبع انرژی گیاهان می‌,A,0.5181563496589661,A,0.9481542706489563,True,True,True,True,[0.51815635 0.2784346  0.0120439  0.19136512],[0.9481543  0.04165899 0.00572672 0.00445997]
511,کدام حیوان برای تغییرات فصلی در محیط آماده می‌شود؟,"['خفاشی که در شب پرواز می\u200cکند', 'گوزنی که آب می\u200cنوشد', 'بوفالی که موش می\u200cخورد', 'سنجابی که آجیل ذخیره می\u200cکند']",D,سنجاب‌ها با ذخیره آجیل برای زمستان آماده می‌شوند,A,0.41872960329055786,D,0.869748592376709,False,True,True,True,[0.4187296  0.10587142 0.10587142 0.36952758],[0.11724877 0.01107758 0.00192499 0.8697486 ]
512,کدام یک از این اشیاء دارای بزرگترین جرم است؟,"['آجر', 'توپ فوتبال', 'دفتر یادداشت', '25 سنت']",A,[MASK] سنگین‌تر از سایر اشیاء است و بیشترین جرم را دارد,A,0.7255557775497437,A,0.9331088066101074,True,True,True,True,[0.7255558  0.20787522 0.00793524 0.05863389],[0.9331088  0.0526424  0.00712437 0.00712437]
513,کرگدن‌ها و اسب‌ها با یکدیگر نسبتی دارند. آنها سیستم‌های گوارشی بسیار مشابه و تعدادی انگشت ناهنجار در پاهای خود دارند. اسب‌ها یک انگشت دارند و کرگدن‌ها سه انگشت. این حقایق بهترین پشتیبانی را از کدام ادعا دارند؟,"['اسب\u200cها و کرگدن\u200cها یک جد مشترک دارند.', 'اسب\u200cها و کرگدن\u200cها از نظر ژنتیکی یکسان هستند.', 'اسب\u200cها اجداد کرگدن\u200cهای مدرن هستند.', 'اسب\u200cها از کرگدن\u200cهای مدرن descend کرده\u200cاند.']",A,شباهت‌های گوارشی و تعداد انگشتان نشان‌دهنده جد مشترک اسب‌ها و کر,C,0.42540910840034485,A,0.998615026473999,False,True,True,True,[0.25802368 0.29237914 0.4254091  0.02418817],[9.9861503e-01 4.8861071e-04 7.1092433e-04 1.8545570e-04]
514,هر یک از این معادلات شیمیایی را بررسی کنید تا ببینید کدام معادله به درستی متعادل شده است.,"['Mg(NO_{3})_{2} + K_{2}CO_{3} -> MgCO_{3} + KNO_{3}', 'Mg(NO_{3})_{2} + K_{2}CO_{3} -> MgCO_{3} + 2KNO_{3}', '2Mg(NO_{3})_{2} + K_{2}CO_{3} -> 2MgCO_{3} + KNO_{3}', 'Mg(NO_{3})_{2} + 2K_{2}CO_{3} -> MgCO_{3} + 2KNO_{3}']",B,معادله [MASK] متعادل است زیرا تعداد اتم‌ها در سمت چپ و راست برابر است: ۲ مولکول Mg(NO₃)₂ و,B,0.7676689624786377,B,0.8023836612701416,True,True,True,True,[0.22080167 0.76766896 0.00310074 0.00842868],[0.18044019 0.80238366 0.00699643 0.01017974]
515,قوطی‌های فولادی از قوطی‌های آلومینیومی در یک مرکز بازیافت جدا می‌شوند. کدام یک از گزینه‌های زیر بهترین روش برای جداسازی قوطی‌های فولادی از قوطی‌های آلومینیومی در مرکز بازیافت است؟,"['قوطی\u200cها را بر اساس اندازه مرتب کنید', 'قوطی\u200cها را در آب قرار دهید', 'قوطی\u200cها را به دمای پایین خنک کنید', 'قوطی\u200cها را زیر یک الکترومغناطیس قرار دهید']",D,بهترین روش استفاده از الکترومغناطیس است؛ قوطی‌های فولادی جذب می‌شوند ولی آ,A,0.7803953289985657,D,0.9543102979660034,False,True,True,True,[0.7803953  0.09356973 0.00588897 0.1201459 ],[0.03700263 0.00740099 0.0012861  0.9543103 ]
516,کدام گزینه بهترین توصیف را از تولیدمثل جنسی در تمام حیوانات ارائه می‌دهد؟,"['تخم و اسپرم به هم می\u200cپیوندند.', 'گرده و بذر به هم می\u200cپیوندند.', 'نسل جدید تنها ویژگی\u200cهای یک والد را دارد.', 'نسل جدید کاملاً شبیه یک والد است.']",A,تولیدمثل جنسی ترکیب تخمک و اسپرم است که تنوع,A,0.6195429563522339,A,0.9149832725524902,True,True,True,True,[0.61954296 0.22791712 0.04487954 0.10766042],[0.9149833  0.04004483 0.03589595 0.00907592]
517,در کدام لایه از خورشید همجوشی هسته‌ای رخ می‌دهد؟,"['هسته', 'ناحیه تابشی', 'ناحیه همرفتی', 'کروموسفر']",A,همجوشی [MASK]‌ای تنها در [MASK] خورشید به دلیل دما و فشار بالا رخ می,B,0.9234088659286499,B,0.6750228404998779,False,False,False,False,[0.05189206 0.92340887 0.01312037 0.01157868],[0.28029436 0.67502284 0.01820079 0.026482  ]
518,کدام یک بهترین توصیف‌کنندهٔ اهمیت هسته‌های یخ در مطالعهٔ تاریخ زمین‌شناسی است؟,"['آنها ناهماهنگی\u200cها را نشان می\u200cدهند که تغییرات در رسوب\u200cگذاری را علامت می\u200cزنند.', 'آنها فسیل\u200cهای شاخص را نگه\u200cداری می\u200cکنند که برای تاریخ\u200cگذاری هسته\u200cهای یخ مختلف استفاده می\u200cشوند.', 'آنها مدارکی را حاکی از تغییرات در ترکیب جوی در طول زمان در خود دارند.', 'آنها از قانون لایه\u200cگذاری پیروی می\u200cکنند که دلایلی برای انقراض گونه\u200cها ارائه می\u200cدهد.']",C,هسته‌های یخ شواهدی از تغییرات جوی و آب و هو,A,0.8781744837760925,C,0.7185555696487427,False,True,True,True,[0.8781745  0.11792311 0.00170857 0.00219385],[0.23419388 0.04575663 0.71855557 0.00149401]
519,دانشمندان از مدل‌هایی استفاده می‌کنند که ویژگی‌های یک اتم را نشان می‌دهند. یک دانشمند باید از مدلی استفاده کند که,"['اولین مدلی باشد که توسعه یافته است', 'به تازگی توسعه یافته است', 'چیدمان را به وضوح بیشتری نشان می\u200cدهد', 'جزئیات لازم برای یک هدف خاص را نشان می\u200cدهد']",D,دانشمندان باید مدلی انتخاب کنند که جزئیات لازم برای هدف خاص را نشان دهد.,D,0.9619249701499939,D,0.985245406627655,True,True,True,True,[0.02253411 0.01388286 0.00165807 0.96192497],[0.01249968 0.00109221 0.00116265 0.9852454 ]
520,یک دانش‌آموز در حال اندازه‌گیری نقطه جوش یک مخلوط نمک و آب است. او یک اندازه‌گیری دما به مقدار ۱۰۵ درجه سانتی‌گراد انجام می‌دهد. بهترین راه برای اطمینان از صحت نتایج چه چیزی است؟,"['تحقیقات را تکرار کند', 'حجم آب را تغییر دهد', 'نمک بیشتری به مخلوط اضافه کند', 'تحقیقات را بدون نمک انجام دهد']",A,بهترین روش برای اطمینان از صحت نتایج، تکرار آزمایش است تا دقت و قابلیت ا,A,0.9988718628883362,A,0.9782301187515259,True,True,True,False,[9.9887186e-01 3.8549126e-04 1.0704706e-04 6.3556765e-04],[0.9782301  0.01578077 0.00452127 0.00146784]
521,هنگامی که یک سیم در گیتار کشیده می‌شود، صدایی شنیده می‌شود. اگر همان سیم با نیروی بیشتری کشیده شود، چه اتفاقی برای صدا خواهد افتاد؟,"['سطح صدا ثابت باقی می\u200cماند و نت بالاتر می\u200cرود.', 'نت ثابت باقی می\u200cماند و سطح صدا بالاتر می\u200cرود.', 'هم نت و هم سطح صدا بالاتر می\u200cرود.', 'هم نت و هم سطح صدا ثابت باقی می\u200cماند.']",B,با کشیدن سیم با نیروی بیشتر، حجم صدا افزایش می‌یابد اما نت ثابت می‌ماند.,B,0.5294620394706726,B,0.8228484988212585,True,True,True,True,[0.41395932 0.52946204 0.04905564 0.00752293],[0.16202848 0.8228485  0.01350955 0.00161349]
522,منوال می‌خواهد در حیاط فضایی برای شستن سگ داشته باشد بدون اینکه گل و لای ایجاد کند. او می‌خواهد چیزی روی زمین بگذارد که آب به راحتی از آن عبور کند. کدامیک از این مواد برای او بهتر است؟,"['خاک رس', 'پلاستیک', 'خاک', 'سنگریزه']",D,[MASK]‌ها بهترین گزینه‌اند زیرا آب را به راحتی عبور,A,0.9665395021438599,A,0.9280391335487366,False,False,False,False,[0.9665395  0.01562266 0.00947562 0.0083622 ],[0.92803913 0.01693136 0.0358437  0.01918575]
523,اگر کتابی که روی یک میز صاف قرار دارد شروع به حرکت افقی کند، احتمالاً به دلیل چیست؟,"['نیروی متعادل در حال اعمال است.', 'نیروی اصطکاک در حال وارد شدن است.', 'نیروی نامتعادل در حال اعمال است.', 'نیروی گرانشی در حال وارد شدن است.']",C,کتاب به دلیل نیروی نامتعادل شروع به حرکت می‌کند.,B,0.9599313735961914,C,0.9748465418815613,False,True,True,True,[0.03300782 0.9599314  0.00207741 0.00498344],[2.2570755e-02 2.0994074e-03 9.7484654e-01 4.8331099e-04]
524,یک دانش‌آموز بررسی می‌کند که سرعت چگونه در حینی که یک توپ از روی شیب پایین می‌رود تغییر می‌کند. اندازه‌گیری‌های صورت گرفته توسط کامپیوتر هر ثانیه در یک جدول داده ثبت می‌شود. کدام نمودار بهترین نمایش داده‌های این جدول خواهد بود؟,"['نمودار میله\u200cای', 'نمودار خطی', 'نمودار دایره\u200cای', 'نمودار تصویری']",B,[MASK] تغییرات مداوم سرعت را به خوبی نمایش می‌دهد.,B,0.9445324540138245,B,0.9594146013259888,True,True,True,True,[4.6887934e-02 9.4453245e-01 4.3182293e-04 8.1479009e-03],[3.6911044e-02 9.5941460e-01 2.4105283e-04 3.4332620e-03]
525,هلن بررسی می‌کند که آنزیم‌ها چگونه برای فرآیندهای بدن اهمیت دارند. بهترین توضیح برای نقش آنزیم‌ها در فعالیت‌های بیوشیمیایی چیست؟,"['آنزیم\u200cها در تمام سطوح pH کار می\u200cکنند.', 'آنزیم\u200cها نرخ متابولیسم را کاهش می\u200cدهند.', 'آنزیم\u200cها امکان وقوع واکنش\u200cها را در دماهای پایین\u200cتر فراهم می\u200cکنند.', 'آنزیم\u200cها انرژی فعال\u200cسازی لازم برای یک واکنش را افزایش می\u200cدهند.']",C,آنزیم‌ها واکنش‌ها را در دماهای پایین‌تر تسهیل کرده و نقش حیاتی,D,0.6622224450111389,C,0.987967848777771,False,True,True,True,[0.11552741 0.00641656 0.2158336  0.66222245],[1.0889920e-02 8.9389912e-04 9.8796785e-01 2.4822683e-04]
526,بسیاری از کودها حاوی مواد آلی هستند که برای باغ میوه مفید می‌باشند، اما زمانی که باران باعث می‌شود این مواد به یک اکوسیستم آبی تازه سرریز شوند، تأثیر متفاوتی دارند. افزودن پسماندهای آلی از کودها معمولاً چه تأثیری بر اکوسیستم‌های آبی تازه می‌گذارد؟,"['افزایش تنوع زیستی', 'افزایش وضوح آب', 'کاهش شکوفه\u200cهای جلبک', 'کاهش سطح اکسیژن']",D,اضافه کردن مواد آلی به آب‌های شیرین، رشد جلبک‌ها را افزایش و سطح اک,A,0.7632819414138794,A,0.9703968167304993,False,False,False,False,[0.76328194 0.02050031 0.1929879  0.02322989],[0.9703968  0.00838329 0.00739823 0.01382171]
527,سوال: جهت‌ها اطلاعات مربوط به فرسایش بادی را مطالعه کرده و سپس به سوال پاسخ دهید. باد می‌تواند سبب فرسایش شود که سطح زمین را تغییر می‌دهد. فرسایش بادی می‌تواند بر محیط زیست اثرات منفی بگذارد، از جمله با از بین بردن خاک و آلوده کردن هوا در طول طوفان‌های گرد و غبار. یکی از روش‌های جلوگیری از فرسایش بادی چیست؟,"['الف) مردم می\u200cتوانند با موتورهای آفرود در بیابان\u200cها حرکت کنند.', 'ب) دامداران می\u200cتوانند اجازه دهند که گاوهایشان در مناطق با رشد گیاهی کم چرا کنند.', 'ج) کارگران ساختمانی می\u200cتوانند زمین را قبل از حرکت بر روی آن یا حفاری کردن مرطوب کنند.', 'د) کشاورزان می\u200cتوانند تمام مواد گیاهی را در خاک بین فصل\u200cهای کشت بردارند.']",C,مرطوب کردن زمین قبل از فعالیت‌های ساختمانی، از فرسایش,C,0.5100973844528198,C,0.9539973139762878,True,True,True,True,[0.27303547 0.06957562 0.5100974  0.14729157],[0.02892097 0.00502571 0.9539973  0.01205606]
528,خانم تاکر به کلاس خود نمونه‌هایی از انواع مختلف خاک می‌دهد. کدام عمل بهترین کمک را به تانیشا می‌کند تا هر نوع خاک را شناسایی کند؟,"['بوییدن آن', 'لمس کردن آن', 'وزن کردن آن', 'اندازه\u200cگیری آن']",B,لمس کردن خاک به تانیشا در شناسایی بافت و نوع,B,0.7577990293502808,B,0.990400493144989,True,True,True,True,[0.2162666  0.757799   0.00832031 0.01761409],[8.7035792e-03 9.9040049e-01 4.1999368e-04 4.7591518e-04]
529,سوال: پس از طوفان باد، نیکو با شرکت برق تماس گرفت تا گزارش کند که هیچ برقی ندارد. تماس تلفنی او نمونه‌ای از کدام یک از عناصری از مدل سیستم‌های جهانی است؟,"['A) طراحی یک فرآیند', 'B) تولید خروجی', 'C) ارائه بازخورد', 'D) تعیین هدف']",C,تماس نیکو با شرکت برق، نمونه‌ای از ارائه بازخورد برای حل مشکل است,C,0.9510790705680847,C,0.9856328964233398,True,True,True,True,[0.0287201  0.01197232 0.9510791  0.00822845],[1.22867115e-02 1.29500986e-03 9.85632896e-01 7.85463199e-04]
530,آیا مخلوط شدن آب سرد اقیانوس قطب شمال با جریانات گرم سطحی اقیانوس اطلس در سواحل شمال‌غربی اروپا چه تأثیری دارد؟,"['غرق شدن آب هنگامی که به سمت جنوب\u200cغربی در حال چرخش است', 'بازگشت جهت جریان به سمت سواحل اروپایی', 'افزایش شوری آب و بالا آمدن جریانات تحت تأثیر', 'تبخیر سریع و تسریع جریانات به سمت قطب']",A,اختلاط آب سرد و گرم باعث افزایش چگالی و سقوط آب سنگین‌تر می‌شود که به گردش,B,0.8329687714576721,B,0.9241339564323425,False,False,False,False,[0.12749065 0.8329688  0.03223468 0.0073058 ],[0.06720605 0.92413396 0.00379151 0.00486839]
531,کدام یک از این‌ها فقط در خارج از منظومه شمسی یافت می‌شود؟,"['سیارات', 'ماه\u200cها', 'ستاره\u200cزادها', 'دنباله\u200cدارها']",C,نِبولاها فقط در فضاهای بین ستاره‌ای و خارج از منظومه شمسی وجود دارند.,B,0.5969468355178833,B,0.8212871551513672,False,False,False,False,[0.1930447  0.59694684 0.17169751 0.03831089],[0.06715253 0.82128716 0.0592619  0.05229844]
532,کدامیک بهترین توضیح را درباره شباهت‌های عمده خاک‌ها ارائه می‌دهد؟,"['الف) بیشتر خاک\u200cها دارای سنگ\u200cهای زیادی هستند.', 'ب) بیشتر خاک\u200cها در لایه\u200cهای مختلفی یافت می\u200cشوند.', 'ج) بیشتر خاک\u200cها مقادیر یکسانی از آب را نگه می\u200cدارند.', 'د) بیشتر خاک\u200cها بافت یکسانی دارند.']",B,خاک‌ها لایه‌ای هستند که ترکیب و ساختار آن‌ها را مشخص می‌کند.,B,0.5666000247001648,B,0.8451217412948608,True,True,True,True,[0.1254417 0.5666    0.1254417 0.1825166],[0.04240614 0.84512174 0.02269837 0.0897738 ]
533,کدام یک از منابع زیر تجدیدپذیر است؟,"['زغال سنگ', 'مواد معدنی', 'نفت', 'نور خورشید']",D,منابع تجدیدپذیر مانند [MASK] به طور طبیعی و مداوم تولید می‌شوند، در حالی که ز,D,0.937386691570282,D,0.8292805552482605,True,True,True,False,[5.9808198e-02 2.3190153e-03 4.8609206e-04 9.3738669e-01],[0.16393414 0.00560952 0.00117582 0.82928056]
534,کدام یک از گزینه‌های زیر کمترین اندازه حرکت را دارد؟,"['ماسۀ ۰.۵ کیلوگرم با سرعت ۱۰۰۰ متر بر ثانیه', 'ماسۀ ۱ کیلوگرم با سرعت ۱۰۰ متر بر ثانیه', 'ماسۀ ۱۰ کیلوگرم با سرعت ۱۱ متر بر ثانیه', 'ماسۀ ۱۰۰ کیلوگرم با سرعت ۲ متر بر ثانیه']",B,مومنتوم برابر است با جرم ضربدر سرعت. محاسبات نشان می‌دهد که گزینه [MASK] با ۱۰۰ kg·m/s کمترین مومنتوم را دارد.,A,0.7070475220680237,B,0.4551818370819092,False,True,True,True,[0.7070475  0.13922592 0.058038   0.09568848],[0.3128416  0.45518184 0.1015648  0.13041179]
535,در فلوریدا، هر دو پلنگ و گربه‌سانان به گوزن‌های دم‌سفید شکار می‌کنند. اگر جمعیت گوزن‌های دم‌سفید در فلوریدا به طور ناگهانی کاهش یابد، رقابت آن‌ها برای غذا چگونه تحت تأثیر قرار خواهد گرفت؟,"['رقابت بین گربه\u200cسانان و پلنگ\u200cها افزایش خواهد یافت.', 'رقابت بین گربه\u200cسانان و پلنگ\u200cها کاهش خواهد یافت.', 'رقابت بین گوزن\u200cهای دم\u200cسفید و گربه\u200cسانان افزایش خواهد یافت.', 'رقابت بین گوزن\u200cهای دم\u200cسفید و پلنگ\u200cها کاهش خواهد یافت.']",A,کاهش جمعیت گوزن‌ها منابع غذایی را محدود می‌کند و رقابت بین پلنگ‌ها و گ,C,0.7163496017456055,C,0.6344186067581177,False,False,False,False,[0.26250288 0.01492555 0.7163496  0.0062219 ],[0.33957982 0.01900869 0.6344186  0.00699291]
536,هنگامی که هوای مرطوب در زمستان با یک سطح سرد تماس پیدا می‌کند، یکی از نتایج می‌تواند یخ زده شدن باشد. چه اتفاقی برای بخار آب در هوا افتاده است که باعث یخ زده شدن می‌شود؟,"['آب ذوب شده است.', 'آب رخنه کرده است.', 'آب بخار شده است.', 'آب متراکم شده است.']",B,وقتی هوای مرطوب با سطح سرد تماس می‌یابد، بخار آب به مایع و سپس به,A,0.6040860414505005,A,0.9183265566825867,False,False,False,False,[0.60408604 0.3663967  0.02083281 0.00868441],[9.1832656e-01 6.6653408e-02 1.4641811e-02 3.7818612e-04]
537,کدام یک بهترین مثال از وقوع یک تغییر شیمیایی است؟,"['تغییر حالت', 'آزاد شدن انرژی', 'تغییر دما', 'تشکیل یک ماده جدید']",D,بهترین مثال تغییر شیمیایی، تشکیل ماده جدید است که خواص متفاوت دارد.,D,0.7381685376167297,D,0.9695118069648743,True,True,True,True,[0.14649403 0.11408967 0.00124777 0.73816854],[2.6243482e-02 4.0245685e-03 2.2006501e-04 9.6951181e-01]
538,ترکیب جوش شیرین و سرکه موجب کاهش دمای محلول و آزاد شدن دی‌اکسید کربن می‌شود. کدام نتیجه‌گیری درباره‌ی این تحقیق معتبر نیست؟,"['ترکیب مواد شیمیایی باعث شد که آن\u200cها گرما را جذب کنند.', 'یک واکنش شیمیایی رخ داده است.', 'عناصر جدیدی تشکیل شده\u200cاند.', 'این روش باعث تشکیل گاز شده است.']",C,در این واکنش، عناصر اصلی تغییر نمی‌کنند و فقط ترکیبات جدیدی ایجاد می‌شود، بنابراین گزینه [MASK] نادر,C,0.9516279697418213,C,0.9890573620796204,True,True,True,True,[0.04201628 0.00141543 0.95162797 0.00494033],[9.5834108e-03 3.4907571e-04 9.8905736e-01 1.0100841e-03]
539,کدام گزینه بهترین توصیف کننده یک مدار موازی است؟,"['برق در یک مسیر جریان دارد.', 'جریان برق از یک منبع می\u200cباشد.', 'برق در بیش از یک مسیر جریان دارد.', 'جریان برق از بیش از یک منبع می\u200cباشد.']",C,مدار موازی به جریان برق در چندین مسیر اشاره دارد.,C,0.9819871783256531,C,0.9978708028793335,True,True,True,True,[1.5996832e-02 7.0285174e-04 9.8198718e-01 1.3131000e-03],[1.7066459e-03 1.9148037e-04 9.9787080e-01 2.3096942e-04]
