index,question,options,gold,masked_explanation,pred_noexp,prob_noexp,pred_exp,prob_exp,is_correct_noexp,is_correct_exp,sufficiency,usefulness,probs_noexp,probs_exp
835,یک اوپوسوم ماده می‌تواند ۵-۱۵ فرزند به دنیا بیاورد. چه چیزی با زاد و ولد بیشتر افزایش می‌یابد؟,"['نرخ بلوغ آنها', 'تعداد منابع غذایی قابل اعتماد', 'مقدار مراقبت مادری برای هر فرزند', 'احتمال زنده ماندن و تولید مثل برخی از آنها']",D,با افزایش تعداد نوزادان در یک زایمان، احتمال زنده ماندن و تولید مثل برخی از آن‌ها بیشتر می‌شود. زاد و ولد بیشتر در طبیعت شانس بقای نسل را افزایش می‌دهد، حتی اگر برخی نوزادان به دلیل رقابت یا شرایط محیطی نتوانند زنده بمانند.,C,0.8427204489707947,C,0.5181554555892944,False,False,False,False,[0.13024898 0.01351531 0.84272045 0.01351531],[0.02009107 0.00448292 0.51815546 0.4572706 ]
836,کدام عمل بیشتر به دانشمندان در یافتن درمان‌هایی برای برخی بیماری‌ها کمک کرده است؟,"['خرید تجهیزات جدید', 'یادگیری درباره باکتری\u200cها', 'یافتن مواد شیمیایی در گیاهان', 'اجتناب از حیوانات سمی']",B,[MASK] به دانشمندان کمک کرده تا علل بیماری‌ها را بهتر درک کنند. این درک منجر به توسعه درمان‌ها و واکسن‌ها و در نتیجه بهبود درمان بیماری‌ها شده است.,C,0.9542707800865173,B,0.6303510665893555,False,True,True,True,[0.02266253 0.01999962 0.9542708  0.00306704],[0.06643851 0.63035107 0.29775676 0.00545361]
837,کدام سیستم دارای لایه‌هایی از بافت ماهیچه‌ای صاف است که برای حرکت مواد مغذی و زائدات جامد و مایع در بدن منقبض می‌شود؟,"['تنفسی', 'اسکلیتی', 'درون\u200cریز', 'گوارشی']",D,سیستم گوارش دارای لایه‌های بافت ماهیچه‌ای صاف است که با انقباضات خود مواد مغذی و زباله‌ها را در بدن جابه‌جا می‌کند. این انقباضات به هضم و جذب غذا کمک کرده و نقش کلیدی در عملکرد سیستم گوارش دارند.,B,0.7997236847877502,D,0.9888258576393127,False,True,True,True,[0.05092531 0.7997237  0.08396164 0.06538939],[0.00358022 0.00590279 0.00169118 0.98882586]
838,دانشمندان ادعا می‌کنند که قاره‌های آمریکای جنوبی و آفریقا روزگاری یک تودهٔ زمینی واحد بوده‌اند. تمامی مشاهدات زیر از این ادعا حمایت می‌کنند به جز,"['کوه\u200cهای موجود در این قاره\u200cها دارای سنگ\u200cهای مشابه با سن یکسان هستند.', 'این قاره\u200cها به\u200cگونه\u200cای به هم متصل می\u200cشوند که مانند قطعات یک پازل به نظر می\u200cرسند.', 'ماهی\u200cهای مشابهی در اقیانوس\u200cهای اطراف سواحل این قاره\u200cها زندگی می\u200cکنند.', 'از این قاره\u200cها فسیل\u200cهای مشابهی پیدا شده است.']",C,وجود ماهی‌های مشابه در اقیانوس‌های اطراف این قاره‌ها نمی‌تواند به‌طور مستقیم از وجود یک سرزمین واحد در گذشته حمایت کند، زیرا این ماهی‌ها ممکن است به دلیل جریان‌های آبی یا شرایط محیطی مشابه در دو قاره وجود داشته باشند. در حالی که سایر گزینه‌ها شواهد زمین‌شناسی و فسیل‌ها را ارائه می‌دهند که ارتباط تاریخی بین این دو قاره را نشان می‌دهند.,B,0.75677889585495,C,0.939473032951355,False,True,True,True,[0.19209257 0.7567789  0.01800753 0.03312092],[0.05300144 0.00251795 0.93947303 0.00500754]
839,کدام یک بهترین توصیف‌گر سرعت یک توپ است که به طور مستقیم به سمت بالا پرتاب شده و مجدداً به زمین می‌افتد؟,"['توپ با سرعتی ثابت به سمت بالا می\u200cرود، متوقف می\u200cشود، سپس با سرعتی ثابت به سمت پایین می\u200cآید.', 'توپ با سرعتی ثابت به سمت بالا می\u200cرود، متوقف می\u200cشود و در حین سقوط سرعتش افزایش می\u200cیابد.', 'توپ در حین صعود به آرامی و آرامتر می\u200cشود، متوقف می\u200cشود و سپس در حین سقوط سرعتش سریعتر و سریعتر می\u200cشود.', 'توپ در حین صعود به آرامی و آرامتر می\u200cشود، متوقف می\u200cشود و سپس با سرعتی ثابت به سمت پایین می\u200cآید.']",C,زمانی که توپ به سمت بالا پرتاب می‌شود، نیروی گرانش باعث کاهش تدریجی سرعت آن می‌شود تا به نقطه اوج برسد و متوقف شود. سپس در حین سقوط، سرعتش به تدریج افزایش می‌یابد. بنابراین، توصیف صحیح این است که توپ به آرامی به سمت بالا می‌رود، متوقف می‌شود و سپس با سرعت بیشتری به سمت پایین می‌آید.,B,0.6671336889266968,C,0.843726396560669,False,True,True,True,[0.10190941 0.6671337  0.11547848 0.11547848],[0.01751098 0.12938964 0.8437264  0.00937295]
840,کدام رویداد جوی معمولاً شامل بارش های سنگین، وزش بادهای شدید و دماهای سطحی زیر ۰ درجه سانتیگراد است؟,"['برف سنگین', 'طوفان', 'طوفان رعد و برق', 'تورنادو']",A,برف‌باد پدیده‌ای جوی است که با بارش سنگین برف، بادهای شدید و دماهای زیر ۰ درجه سانتی‌گراد همراه است. این ویژگی‌ها باعث کاهش دید و مشکلات حمل و نقل می‌شود. سایر گزینه‌ها ممکن است بارش یا باد داشته باشند، اما دماهای زیر صفر و بارش برف مشخصه اصلی برف‌باد است.,B,0.8032545447349548,A,0.8719768524169922,False,True,True,True,[0.03529254 0.80325454 0.1581702  0.00328272],[0.87197685 0.0926265  0.03407539 0.00132125]
841,پرندگانی که در حین رشد تغذیه مناسب دریافت نمی‌کنند، به عنوان پرندگان بالغ کمتر آواز می‌خوانند و مدت زمان کمتری آواز می‌زنند. کدامیک از موارد زیر بهترین توصیف‌کننده‌ی پیامد استرس تغذیه‌ای در این پرندگان آوازخوان است؟,"['احتمال کمتری دارند که از شکارچیان جلوگیری کنند.', 'احتمال کمتری دارند که مکان\u200cهای لانه\u200cگذاری خوبی بیابند.', 'احتمال کمتری دارند که منابع غذایی مناسب پیدا کنند.', 'احتمال کمتری دارند که آزادانه جفتی پیدا کنند و ژن\u200cهای خود را منتقل کنند.']",D,پرندگان آوازخوانی که در دوران رشد تغذیه مناسبی ندارند، به دلیل کاهش کیفیت و مدت آواز، شانس کمتری برای جذب جفت دارند. این کاهش توانایی آوازخوانی بر احتمال تولید مثل و انتقال ژن‌هایشان تأثیر منفی می‌گذارد.,B,0.4329064190387726,D,0.6717798709869385,False,True,True,True,[0.33583343 0.43290642 0.02756689 0.20369329],[0.07991987 0.24617052 0.00212979 0.6717799 ]
842,فلیشیا مشاهده کرد که دماهای هوا در برخی از فصل‌ها خنک‌تر و ساعات روشنایی کمتر است. کدام یک از موارد زیر به این تغییرات فصلی کمک می‌کند؟,"['زمین در محور خود می\u200cچرخد.', 'زمین به دور خورشید می\u200cچرخد.', 'خورشید در زمستان انرژی کمتری دارد.', 'خورشید در زمستان از زمین دورتر می\u200cشود.']",B,تغییرات فصلی به دلیل چرخش زمین به دور خورشید رخ می‌دهد. این حرکت زاویه تابش نور خورشید را در طول سال تغییر می‌دهد و در نتیجه دما و ساعات روشنایی در فصول مختلف متفاوت می‌شود. بنابراین، فصل‌ها و تغییرات دما به گردش زمین به دور خورشید وابسته‌اند.,A,0.9697347283363342,A,0.9904138445854187,False,False,False,False,[9.6973473e-01 2.5716677e-02 6.0479832e-04 3.9437800e-03],[9.9041384e-01 8.6528482e-03 3.8017958e-04 5.5315805e-04]
843,دانشمندان در حال جمع آوری نمونه هایی از رسوبات بستر در خلیج بیسکین هستند. نتایج آزمایش نشان می دهد که شوری در خلیج در حال افزایش است. کدام تأثیر انسانی ممکن است به این تغییرات محیطی منجر شده باشد؟,"['تأسیس خلیج به عنوان یک پارک ملی در سال ۱۹۸۰', 'پیدا کردن کشتی های غرق شده در کف خلیج', 'جمع آوری موجودات دریایی از قعر خلیج', 'توسعه نیروگاه ها در沿 ساحل خلیج']",D,توسعه نیروگاه‌ها در سواحل خلیج می‌تواند شوری آب را افزایش دهد، زیرا این نیروگاه‌ها آب دریا را برای خنک‌سازی استفاده کرده و سپس آب گرم و شور را به دریا برمی‌گردانند. این عمل می‌تواند تعادل شوری را تغییر داده و به افزایش شوری در خلیج منجر شود.,D,0.6340998411178589,D,0.9850603938102722,True,True,True,True,[6.7095213e-02 2.9835981e-01 4.4507504e-04 6.3409984e-01],[1.4272405e-02 6.2708574e-04 4.0088249e-05 9.8506039e-01]
844,کریس یک لیوان آب را بر روی لبه ی پنجره گذاشت. وقتی چند روز بعد به لیوان نگاه کرد، مقداری از آب تبخیر شده بود. کدام یک از موارد زیر بهترین توصیف را از آنچه که برای ذرات آب تبخیر شده اتفاق افتاد ارائه می‌دهد؟,"['آنها بزرگتر شدند.', 'آنها در هوا پخش شدند.', 'آنها توسط لیوان جذب شدند.', 'آنها از لیوان به هوا منتقل شدند.']",B,زمانی که آب تبخیر می‌شود، مولکول‌های آب به حالت گاز درآمده و در فضا پخش می‌شوند. این فرآیند به دلیل افزایش انرژی حرارتی و حرکت سریع‌تر مولکول‌ها رخ می‌دهد که باعث می‌شود آن‌ها از سطح مایع خارج و به هوا منتقل شوند.,D,0.5484820008277893,B,0.9131659269332886,False,True,True,True,[0.20177525 0.22864132 0.02110146 0.548482  ],[2.0210887e-03 9.1316593e-01 2.0646722e-04 8.4606521e-02]
845,برخی از غذاهایی که انسان‌ها می‌خورند، مانند ذرت و نخود فرنگی، در واقع دانه‌هایی از گیاهان هستند. بهترین توصیف از نقش انسان‌ها در یک شبکه غذایی شامل این گیاهان چیست؟,"['مصرف\u200cکننده', 'پسماندساز', 'تولیدکننده', 'لاشخور']",A,انسان‌ها در زنجیره غذایی که شامل گیاهانی مانند ذرت و نخودفرنگی است، به عنوان [MASK] شناخته می‌شوند. آنها این گیاهان را به عنوان منبع غذایی مصرف می‌کنند و از تولیدکنندگان (گیاهان) تغذیه می‌کنند، بنابراین نقش مهمی در زنجیره غذایی دارند.,A,0.9857051372528076,A,0.997170627117157,True,True,True,True,[0.98570514 0.00756648 0.00357415 0.00315418],[9.9717063e-01 2.1643268e-03 3.5331663e-04 3.1180086e-04]
846,مارهای موش، Elaphe obsoleta، گونه‌ای هستند که از جمعیت‌های متعدد و متمایز در مناطق مختلف تشکیل شده‌اند. هر یک از این جمعیت‌ها نشانه‌ها و رنگ‌های متفاوتی دارند. مارهای موش احتمالاً در کجا خاکستری خواهند بود؟,"['در یک جنگل', 'در یک باتلاق', 'در یک گودال شن', 'در یک مزرعه ذرت']",C,مارهای موش معمولاً در محیط‌های خشک و سنگی مانند گودال‌های شن به رنگ خاکستری دیده می‌شوند. این رنگ به آنها کمک می‌کند تا در این محیط‌ها بهتر استتار کنند و از شکارچیان پنهان بمانند. در جنگل یا باتلاق، رنگ‌های دیگری رایج‌تر هستند.,A,0.3858504891395569,C,0.989421010017395,False,True,True,True,[0.3858505 0.2065309 0.3858505 0.0217682],[1.0245182e-02 1.4613966e-04 9.8942101e-01 1.8764702e-04]
847,دانش‌آموزان هنگام مشاهده خورشید باید چه احتیاطی را رعایت کنند؟,"['فقط از تجهیزات جدید استفاده کنید.', 'از تلسکوپ بسیار قوی استفاده کنید.', 'تصویر را بر روی یک قطعه مقوا پروژکت کنید.', 'فقط در صبح به خورشید نگاه کنید.']",C,دانش‌آموزان باید از روش‌های ایمن برای مشاهده خورشید استفاده کنند، زیرا نگاه مستقیم به آن می‌تواند به چشم آسیب برساند. پروژکت کردن تصویر خورشید بر روی مقوا، روشی ایمن برای تحلیل ویژگی‌های آن است.,C,0.6001424193382263,C,0.9914335012435913,True,True,True,True,[0.22251166 0.07223896 0.6001424  0.10510706],[7.5107804e-03 8.4268622e-04 9.9143350e-01 2.1306443e-04]
848,یک قطره رنگ خوراکی قرمز به یک کاسه آب اضافه می‌شود. چند دقیقه بعد، تمام آب قرمز می‌شود. کدام یک از این موارد تغییراتی که اتفاق افتاده را توصیف می‌کند؟,"['فرسایش', 'اسمز', 'انتشار', 'انتقال خون']",C,این تغییر به دلیل پدیده [MASK] (دیفیوزیون) رخ داده است. در این فرآیند، مولکول‌های رنگدانه از ناحیه با غلظت بالا به ناحیه با غلظت پایین‌تر منتقل می‌شوند و به تدریج رنگ کل آب را تغییر می‌دهند.,A,0.5526165962219238,C,0.9622463583946228,False,True,True,True,[0.5526166  0.14027022 0.01016114 0.29695204],[0.03305513 0.00198511 0.96224636 0.00271333]
849,در مقایسه با وسایل نقلیه با اندازه مشابه که از سوخت بنزینی استفاده می‌کنند، وسایل نقلیه هیبریدی برقی-بنزینی به طور اصلی طراحی شده‌اند تا,"['اسب بخار بیشتری تولید کنند.', 'انتشار گازهای گلخانه\u200cای را حذف کنند.', 'به طور مستقل از سوخت\u200cهای فسیلی عمل کنند.', 'مصرف سوخت بهتری ارائه دهند.']",D,خودروهای هیبریدی الکتریکی-بنزینی برای بهبود مصرف سوخت طراحی شده‌اند. با ترکیب موتور الکتریکی و بنزینی، این خودروها کارایی بیشتری در مصرف سوخت دارند و می‌توانند مسافت بیشتری را با هر لیتر سوخت طی کنند. این ویژگی موجب می‌شود که نسبت به خودروهای بنزینی مشابه، [MASK],B,0.9820703268051147,B,0.8617805242538452,False,False,False,False,[0.00351777 0.9820703  0.00213363 0.01227822],[0.03328459 0.8617805  0.00241113 0.10252374]
850,سؤالی: یک دانش‌آموز از توصیف‌ها برای طبقه‌بندی موجودات استفاده می‌کند. یک موجود به عنوان موجودی توصیف شده است که اندام‌های حسی برای تشخیص گرما دارد، تخم‌گذاری برای تولید مثل می‌کند، از زهر برای محافظت استفاده می‌کند و توانایی تغییر دمای بدن با محیط اطرافش را دارد. این دانش‌آموز چگونه این موجود را طبقه‌بندی خواهد کرد؟,"['الف) باکتری', 'ب) پستاندار', 'ج) خزنده', 'د) پرنده']",C,این موجود به دلیل داشتن اندام‌های حسی برای تشخیص گرما و تخم‌گذاری، احتمالاً خزنده است. ویژگی‌های زهر و توانایی تغییر دما نیز نشان‌دهنده خصوصیات خزندگان است که آنها را از سایر گروه‌ها متمایز می‌کند.,B,0.8943643569946289,B,0.5303749442100525,False,False,False,False,[0.01663882 0.89436436 0.02420933 0.06478754],[0.01814843 0.53037494 0.41305643 0.03842023]
851,گوگرد (S)، اکسیژن (O2)، آب (H2O) و کلرید سدیم (NaCl) همگی نمونه‌هایی از مواد خالص هستند. کدامیک از موارد زیر تمام مواد خالص را توصیف می‌کند؟,"['الف) یک ماده خالص تنها از یک نوع عنصر تشکیل شده است.', 'ب) یک ماده خالص دارای ترکیب شیمیایی مشخصی است.', 'ج) یک ماده خالص نمی\u200cتواند به مواد ساده\u200cتر تقسیم شود.', 'د) یک ماده خالص معمولاً در دمای اتاق به صورت جامد وجود دارد.']",B,یک ماده خالص دارای ترکیب شیمیایی مشخصی است که نسبت‌های دقیق عناصر یا ترکیبات را نشان می‌دهد. این ویژگی به شناسایی و درک تفاوت‌های مواد کمک می‌کند. بنابراین، گزینه ب بهترین توصیف برای همه مواد خالص است.,B,0.38676896691322327,B,0.9782132506370544,True,True,True,True,[0.26582217 0.38676897 0.30121598 0.04619297],[0.01593535 0.97821325 0.00355566 0.00229571]
852,در ابتدای سال 2003، پروژه ژنوم انسانی توالی جفت‌های پایه در ژن‌ها در DNA انسانی را شناسایی کرد. با تمام این اطلاعات، بسیاری از عملکردهای ژن‌ها هنوز ناشناخته هستند. در حال حاضر، دانشمندان در حال مطالعه بسیاری از این ژن‌ها هستند تا بیشتر در مورد آن‌ها بیاموزند. اهمیت این کشف ژنتیکی جدید چیست؟,"['می\u200cتواند روش\u200cهای جدیدی برای ایجاد بیماری\u200cها فراهم کند.', 'می\u200cتواند منجر به نسخه\u200cبرداری سریع\u200cتر کروموزوم\u200cها شود.', 'می\u200cتواند به ساختار ساده\u200cتری برای DNA منجر شود.', 'می\u200cتواند راه\u200cهای جدیدی برای درمان بیماری\u200cها فراهم کند.']",D,کشف توالی جفت‌های باز در DNA انسان به دانشمندان کمک می‌کند تا درمان‌های جدیدی برای بیماری‌ها پیدا کنند. با درک بهتر عملکرد ژن‌ها، امکان توسعه درمان‌های هدفمند و مؤثرتر برای اختلالات ژنتیکی فراهم می‌شود.,D,0.5140543580055237,D,0.9484443664550781,True,True,True,True,[0.35330406 0.1309927  0.00164895 0.51405436],[4.1509278e-02 9.2619713e-03 7.8440242e-04 9.4844437e-01]
853,مارنی ۱۵۰۰ متر دور پیست مدرسه می‌دود. برای اینکه بتواند سرعت خود را محاسبه کند، به چه چیزی نیاز دارد؟,"['زمان او از شروع تا پایان', 'تعداد گام\u200cهایی که برداشته است', 'نرخ ضربان قلب او در خط پایان', 'جهتی که در آن شروع به دویدن کرده است']",A,برای محاسبه سرعت، مانی باید زمان دویدن ۱۵۰۰ متر را بداند. سرعت برابر است با مسافت تقسیم بر زمان، بنابراین زمان ضروری است.,A,0.9995062351226807,A,0.999854326248169,True,True,True,True,[9.9950624e-01 2.9845603e-04 8.5509084e-05 1.0979584e-04],[9.9985433e-01 8.8529305e-05 2.2383714e-05 3.4668574e-05]
854,کبد گلوکز را به گلیکوژن برای ذخیره‌سازی تبدیل می‌کند. چرا این عمل تغییر شیمیایی محسوب می‌شود؟,"['چون تبدیل، جامدات را به مایعات تبدیل می\u200cکند', 'چون تبدیل، مقدار کمتری گلوکز در کبد را امکان\u200cپذیر می\u200cکند', 'چون تبدیل، یک ماده را به ماده\u200cای جدید تبدیل می\u200cکند', 'چون تبدیل، شکل سلول\u200cهای کبدی را تغییر می\u200cدهد']",C,این عمل تغییر شیمیایی است زیرا گلوکز به گلیکوژن تبدیل می‌شود، که یک ماده جدید با ویژگی‌ها و عملکردهای متفاوت است. ساختار شیمیایی گلوکز در این فرآیند تغییر می‌کند.,C,0.9173678755760193,C,0.9261566996574402,True,True,True,True,[0.06677918 0.01490045 0.9173679  0.00095255],[6.709057e-02 6.240395e-03 9.261567e-01 5.122428e-04]
855,نشانه‌ای که نشان می‌دهد درخت سیب قرار است شروع به تولید سیب کند، زمانی است که درخت ___ دارد.,"['ریشه', 'دانه\u200cها', 'برگ\u200cها', 'گل\u200cها']",D,زمانی که درخت سیب گل می‌دهد، نشانه‌ای از آغاز تولید میوه است. [MASK] مرحله‌ای از چرخه زندگی درخت هستند که به تولید سیب منجر می‌شوند، بنابراین وجود آن‌ها نشان‌دهنده شروع فرآیند رشد سیب‌ها است.,D,0.8231915235519409,D,0.9871739149093628,True,True,True,True,[0.00703903 0.00703903 0.16273044 0.8231915 ],[1.0838748e-02 1.2945038e-03 6.9289794e-04 9.8717391e-01]
856,کدام یک از گزینه‌های زیر، اثر محتمل‌تری از قطع تعداد زیادی درخت است؟,"['از دست رفتن زیستگاه برای حیوانات', 'افزایش اکسیژن در هوا', 'کاهش سطح آلودگی', 'کاهش فرسایش خاک']",A,قطع درختان به از بین رفتن زیستگاه‌های طبیعی حیوانات منجر می‌شود، زیرا بسیاری از گونه‌ها به درختان برای زندگی و غذا وابسته‌اند. این امر تنوع زیستی را کاهش و گونه‌های مختلف را تهدید می‌کند.,A,0.9259908199310303,A,0.9961701035499573,True,True,True,True,[0.9259908  0.0358345  0.01026676 0.02790794],[9.9617010e-01 3.2079648e-03 6.4530766e-05 5.5746076e-04]
857,کربن در زمین در مواد زنده و غیرزنده یافت می‌شود. برای اینکه کربن به طور مداوم در دسترس باشد، باید بازیافت شود. کربن از طریق کدام فرآیند در جو در دسترس قرار می‌گیرد؟,"['تشکیل سوخت\u200cهای فسیلی', 'لایه\u200cبندی خاک', 'فتوسنتز گیاهان', 'آتش\u200cسوزی\u200cهای جنگلی']",D,کربن در جو زمین از طریق [MASK] آزاد می‌شود. در این فرآیند، گیاهان دی‌اکسید کربن را جذب کرده و با نور خورشید آن را به کربن و اکسیژن تبدیل می‌کنند. کربن تولید شده در گیاهان ذخیره شده و به طور مداوم در چرخه کربن در دسترس قرار می‌گیرد.,C,0.9793114066123962,C,0.9855284094810486,False,False,False,False,[2.0384593e-02 1.3312447e-04 9.7931141e-01 1.7093522e-04],[1.3948409e-02 3.1794255e-04 9.8552841e-01 2.0527914e-04]
858,بهترین دلیل برای اینکه تقسیم سلولی در بدن ما مداوم اتفاق می‌افتد چیست؟,"['بدن باید به طور مداوم تنفس کند.', 'افراد فعال معمولاً به غذای بیشتری نسبت به افراد غیر فعال نیاز دارند.', 'انواع مختلفی از بافت\u200cها در بدن انسان وجود دارد.', 'انسان\u200cها میلیون\u200cها... را از دست می\u200cدهند.']",D,دلیل مداوم بودن تقسیم سلولی در بدن این است که انسان‌ها میلیون‌ها سلول را به طور مداوم از دست می‌دهند. برای حفظ تعادل و سلامت بافت‌ها، تولید سلول‌های جدید ضروری است، که نشان‌دهنده فعالیت پیوسته تقسیم سلولی است.,C,0.6279222369194031,D,0.9529809355735779,False,True,True,True,[0.33610258 0.01911033 0.62792224 0.0168648 ],[3.2609213e-02 8.1635569e-04 1.3593542e-02 9.5298094e-01]
859,نتیجه احتمالی حرکت ماه به دور از زمین چیست؟,"['روز ماه کوتاه\u200cتر است.', 'کسوف ماه طولانی\u200cتر می\u200cشود.', 'زمین به خورشید نزدیک\u200cتر می\u200cشود.', 'مدهای زمین کوچکتر می\u200cشوند.']",D,با دور شدن ماه از زمین، نیروی جاذبه کاهش می‌یابد و این امر منجر به کوچکتر شدن جزر و مدها می‌شود، زیرا جزر و مدها به شدت تحت تأثیر جاذبه ماه هستند.,B,0.7128561735153198,D,0.5323314070701599,False,True,True,True,[0.23143052 0.7128562  0.0243926  0.03132071],[0.36586568 0.08100037 0.02080262 0.5323314 ]
860,پالئوتنتیک‌ها مدلی از یک دایناسور را از روی استخوان‌ها و دندان‌های فسیل شده آن ساخته و تشکیل می‌دهند. استخوان‌ها و دندان‌های فسیل شده می‌توانند به پالئوتنتیک‌ها کمک کنند تا همه موارد زیر را درباره دایناسور استنباط کنند به جز,"['قد دایناسور.', 'نوع غذایی که دایناسور می\u200cخورد.', 'طول دایناسور.', 'رنگ پوست دایناسور.']",D,پژوهشگران دیرینه‌شناسی می‌توانند از استخوان‌ها و دندان‌های فسیلی اطلاعاتی درباره قد، نوع غذا و طول دایناسور به دست آورند، اما رنگ پوست قابل استنباط نیست زیرا به ویژگی‌های نرم‌تری مربوط می‌شود که در فسیل‌ها حفظ نمی‌شود.,C,0.7650691866874695,D,0.9116166234016418,False,True,True,True,[0.19419688 0.03794205 0.7650692  0.0027918 ],[8.4462978e-02 3.7110441e-03 2.0936278e-04 9.1161662e-01]
861,یک توپ بولینگ 7.0 کیلویی به ارتفاع 1.0 متری از سطح زمین بلند می‌شود. یک توپ 7.0 کیلویی دیگر به ارتفاع 2.0 متری از سطح زمین بلند می‌شود. کدام یک از موارد زیر بهترین توضیح را برای این مسئله می‌دهد که چرا نیروی جاذبه اندازه‌گیری شده بر روی هر توپ تقریباً یکسان است؟,"['پتانسیل نهایی انرژی هر توپ افزایش یافته است.', 'مقدار کار لازم برای بلند کردن هر توپ یکسان است.', 'فاصله هر توپ از مرکز جرم زمین تقریباً یکسان است.', 'نیروی جاذبه هر توپ بر دیگری نیروی جاذبه زمین را خنثی می\u200cکند.']",C,نیروی گرانشی بر روی هر دو توپ تقریباً یکسان است زیرا فاصله آن‌ها از مرکز جرم زمین تقریباً مشابه است. اختلاف ارتفاع توپ‌ها نسبت به شعاع زمین بسیار کوچک است و تأثیری بر نیروی گرانشی ندارد.,A,0.9378952383995056,C,0.9781292080879211,False,True,True,True,[0.93789524 0.03622437 0.01054189 0.01533836],[2.0459644e-02 7.9330639e-04 9.7812921e-01 6.1782764e-04]
862,کدام تغییر ناشی از گرمایش سیارات در حین شکل‌گیری آنها بود؟,"['جرم آنها افزایش یافت.', 'آنها بیشتر ایزوتوپ\u200cهای رادیواکتیو خود را از دست دادند.', 'ساختار آنها به لایه\u200cهای متمایز تقسیم شد.', 'آنها شروع به چرخش به دور خورشید کردند.']",C,در حین شکل‌گیری سیارات، گرما موجب ذوب مواد و تفکیک ساختار آنها به لایه‌های مختلف شد. این فرآیند که به نام تفکیک ساختاری شناخته می‌شود، به سیارات امکان تشکیل هسته، گوشته و پوسته را می‌دهد.,C,0.8828221559524536,C,0.9982560276985168,True,True,True,True,[0.08251718 0.0162486  0.88282216 0.01841207],[1.4891378e-03 1.8932261e-04 9.9825603e-01 6.5428147e-05]
863,مایکل یک کیف مداد از چوب کاج دارد. سطح کیف مداد به راحتی خراشیده و فرورفته می‌شود. او می‌خواهد یک کیف مداد جدید بسازد که به راحتی خراشیده یا فرورفته نشود. مایکل برای ساخت کیف مداد جدیدش که به راحتی خراشیده یا فرورفته نشود، باید کدام یک از گزینه‌های زیر را انتخاب کند؟,"['اندازه کیف مداد را متفاوت بسازد', 'از ماده دیگری برای ساخت کیف مداد استفاده کند', 'کیف مداد را از یک تکه دیگر چوب کاج بسازد', 'از یک تکه ضخیم\u200cتر چوب کاج برای ساخت کیف مداد استفاده کند']",B,برای اینکه مایکل کیف مدادی بسازد که به راحتی خراشیده یا فرورفته نشود، باید از ماده‌ای متفاوت و با دوام‌تر استفاده کند. انتخاب ماده‌ای مقاوم‌تر بهترین راه‌حل برای حل این مشکل است.,B,0.945621907711029,B,0.9965200424194336,True,True,True,True,[1.7051153e-02 9.4562191e-01 6.6114491e-04 3.6665741e-02],[2.4797942e-03 9.9652004e-01 3.9236038e-04 6.0769968e-04]
864,پاول چهار نمونه مختلف آب را مشاهده می کند. او دمای هر نمونه و حجم آن را ثبت می کند. کدام یک از نمونه های او بیشترین مقدار انرژی گرمایی را دارد؟,"['100 میلی لیتر آب با دمای 10 درجه سانتی گراد', '100 میلی لیتر آب با دمای 25 درجه سانتی گراد', '5 لیتر آب با دمای 10 درجه سانتی گراد', '5 لیتر آب با دمای 25 درجه سانتی گراد']",D,مقدار انرژی حرارتی به دما و حجم آب بستگی دارد. نمونه [MASK] با ۵ لیتر آب در دمای ۲۵ درجه سانتی‌گراد، بیشترین حجم و دما را دارد و بنابراین بیشترین انرژی حرارتی را نسبت به سایر نمونه‌ها دارد.,A,0.36871013045310974,B,0.5737870931625366,False,False,False,False,[0.36871013 0.223634   0.08227035 0.32538554],[7.7653639e-02 5.7378709e-01 5.3983508e-04 3.4801948e-01]
865,زیرا آب می‌تواند مقدار زیادی گرما را حفظ کند، اقیانوس‌ها چه تأثیری بر نواحی خشکی نزدیک خود دارند؟,"['از تغییرات دمایی شدید و سریع جلوگیری می\u200cکنند.', 'منطقه\u200cهای فشار بالا ایجاد می\u200cکنند که باعث جریان\u200cهای ماگما می\u200cشود.', 'انرژی لازم برای بروز رویدادهای آتشفشانی را تأمین می\u200cکنند.', 'نقطه انجماد آب شیرین را کاهش می\u200cدهند.']",A,اقیانوس‌ها به دلیل توانایی بالا در نگهداری حرارت، از تغییرات دمایی شدید در نواحی خشکی نزدیک جلوگیری می‌کنند و دما را در مناطق ساحلی پایدارتر و ملایم‌تر می‌سازند.,A,0.9451676607131958,A,0.9985010623931885,True,True,True,True,[0.94516766 0.04689656 0.005601   0.00233484],[9.9850106e-01 1.1863764e-03 1.7091373e-04 1.4169246e-04]
866,کدام ویژگی باعث تمایز سلول گیاهی از سلول حیوانی می‌شود؟,"['توانایی استفاده از انرژی', 'توانایی جذب مواد مغذی', 'توانایی تقسیم به دو سلول', 'توانایی تبدیل نور خورشید به انرژی']",D,سلول‌های گیاهی به دلیل وجود کلروپلاست، قادر به تبدیل نور خورشید به انرژی از طریق فتوسنتز هستند. این ویژگی منحصر به سلول‌های گیاهی است و آن‌ها را از سلول‌های جانوری که نمی‌توانند این فرآیند را انجام دهند، متمایز می‌کند.,C,0.9779111742973328,D,0.9814567565917969,False,True,True,True,[0.00832942 0.01069519 0.9779112  0.00306422],[0.01250035 0.00246147 0.00358141 0.98145676]
