topic,,question_id,question,choices,answer,hint,task,grade,subject,topic,category,skill,lecture,solution,split,choice_1,choice_2,choice_3,choice_4,original_answer,answer_humanity,has_solution,has_lecture,has_hint
economics,4806,4807,Suppose Eva decides to get the chocolate ice cream. Which result would be a cost?,"['Eva will give up the chance to get a free waffle cone. She would have enjoyed the waffle cone.', 'Eva will get to eat the chocolate ice cream. She likes this flavor more than mint chip.']",0,Eva is deciding whether to get chocolate ice cream or mint chip ice cream. She likes chocolate more than mint chip. But a scoop of mint chip ice cream comes with a free waffle cone.,closed choice,grade5,social science,economics,Basic economic principles,Costs and benefits,"Before you decide to do something, it is often helpful to list costs and benefits.
Costs are what you give up or spend when you decide to do something. Costs involve giving up things that you want or need.
Benefits are what you gain or save when you decide to do something. Benefits involve gaining something that you want or need.","This result is a cost. It involves giving up or spending something that Eva wants or needs:
Eva will give up the chance to get a free waffle cone. She would have enjoyed the waffle cone.",val,Eva will give up the chance to get a free waffle cone. She would have enjoyed the waffle cone.,Eva will get to eat the chocolate ice cream. She likes this flavor more than mint chip.,,,Eva will give up the chance to get a free waffle cone. She would have enjoyed the waffle cone.,1,1,1,1
economics,3718,3719,Suppose Polly decides to buy a copy of the book. Which result would be a cost?,"['Polly will get to keep the book as long as she wants.', 'Polly will spend money to buy the book.']",1,"Polly is deciding whether to buy a copy of a book or borrow it from the library. She would like to be able to keep the book as long as she wants, but buying the book would cost money. She could borrow the book for free, but she would have to return it in a few weeks.",closed choice,grade4,social science,economics,Basic economic principles,Costs and benefits,"Before you decide to do something, it is often helpful to list costs and benefits.
Costs are what you give up or spend when you decide to do something. Costs involve giving up things that you want or need.
Benefits are what you gain or save when you decide to do something. Benefits involve gaining something that you want or need.","This result is a cost. It involves giving up or spending something that Polly wants or needs:
Polly will spend money to buy the book.",train,Polly will get to keep the book as long as she wants.,Polly will spend money to buy the book.,,,Polly will spend money to buy the book.,2,1,1,1
economics,2005,2006,Suppose Hayley decides to see the lions. Which result would be a cost?,"['Hayley will enjoy seeing the lions more than she would have enjoyed seeing the gorillas.', 'Hayley will spend more time walking to the lions. They are on the other side of the zoo, but the gorillas are close by.']",1,"Hayley is deciding whether to see the lions or the gorillas at the zoo. She wants to see lots of animals, but the zoo is closing soon.",closed choice,grade4,social science,economics,Basic economic principles,Costs and benefits,"Before you decide to do something, it is often helpful to list costs and benefits.
Costs are what you give up or spend when you decide to do something. Costs involve giving up things that you want or need.
Benefits are what you gain or save when you decide to do something. Benefits involve gaining something that you want or need.","This result is a cost. It involves giving up or spending something that Hayley wants or needs:
Hayley will spend more time walking to the lions. They are on the other side of the zoo, but the gorillas are close by.",train,Hayley will enjoy seeing the lions more than she would have enjoyed seeing the gorillas.,"Hayley will spend more time walking to the lions. They are on the other side of the zoo, but the gorillas are close by.",,,"Hayley will spend more time walking to the lions. They are on the other side of the zoo, but the gorillas are close by.",2,1,1,1
economics,1037,1038,Suppose Charlotte decides to go on the roller coaster. Which result would be a cost?,"['Charlotte will save some ride tickets. She needs fewer tickets to go on the roller coaster than on the flying bobsled.', 'Charlotte will give up the chance to go on the flying bobsled. She would have had more fun on that ride.']",1,Charlotte is deciding which ride to go on at the fair. She can go on either the flying bobsled or the roller coaster. She wants to have as much fun as possible at the fair.,closed choice,grade5,social science,economics,Basic economic principles,Costs and benefits,"Before you decide to do something, it is often helpful to list costs and benefits.
Costs are what you give up or spend when you decide to do something. Costs involve giving up things that you want or need.
Benefits are what you gain or save when you decide to do something. Benefits involve gaining something that you want or need.","This result is a cost. It involves giving up or spending something that Charlotte wants or needs:
Charlotte will give up the chance to go on the flying bobsled. She would have had more fun on that ride.",train,Charlotte will save some ride tickets. She needs fewer tickets to go on the roller coaster than on the flying bobsled.,Charlotte will give up the chance to go on the flying bobsled. She would have had more fun on that ride.,,,Charlotte will give up the chance to go on the flying bobsled. She would have had more fun on that ride.,2,1,1,1
economics,3631,3632,Suppose Paul decides to borrow the book from the library. Which result would be a cost?,"['Paul will give up the chance to keep the book as long as he wants.', 'Paul will save some money by not buying the book.']",0,"Paul is deciding whether to buy a copy of a book or borrow it from the library. He would like to be able to keep the book as long as he wants, but buying the book would cost money. He could borrow the book for free, but he would have to return it in a few weeks.",closed choice,grade4,social science,economics,Basic economic principles,Costs and benefits,"Before you decide to do something, it is often helpful to list costs and benefits.
Costs are what you give up or spend when you decide to do something. Costs involve giving up things that you want or need.
Benefits are what you gain or save when you decide to do something. Benefits involve gaining something that you want or need.","This result is a cost. It involves giving up or spending something that Paul wants or needs:
Paul will give up the chance to keep the book as long as he wants.",train,Paul will give up the chance to keep the book as long as he wants.,Paul will save some money by not buying the book.,,,Paul will give up the chance to keep the book as long as he wants.,1,1,1,1
economics,4836,4837,Suppose Michael decides to go on the flying bobsled. Which result would be a cost?,"['Michael will give up the chance to go on the super starship. He would have had more fun on that ride.', 'Michael will save some ride tickets. He needs fewer tickets to go on the flying bobsled than on the super starship.']",0,Michael is deciding which ride to go on at the fair. He can go on either the super starship or the flying bobsled. He wants to have as much fun as possible at the fair.,closed choice,grade4,social science,economics,Basic economic principles,Costs and benefits,"Before you decide to do something, it is often helpful to list costs and benefits.
Costs are what you give up or spend when you decide to do something. Costs involve giving up things that you want or need.
Benefits are what you gain or save when you decide to do something. Benefits involve gaining something that you want or need.","This result is a cost. It involves giving up or spending something that Michael wants or needs:
Michael will give up the chance to go on the super starship. He would have had more fun on that ride.",train,Michael will give up the chance to go on the super starship. He would have had more fun on that ride.,Michael will save some ride tickets. He needs fewer tickets to go on the flying bobsled than on the super starship.,,,Michael will give up the chance to go on the super starship. He would have had more fun on that ride.,1,1,1,1
economics,595,596,Is there a surplus or a shortage of leather jackets?,"['surplus', 'shortage']",0,"A store has 20 leather jackets for sale. Each jacket costs $70. At that price, 18 people want to buy one.",closed choice,grade5,social science,economics,Supply and demand,Identify shortage and surplus,"There is a surplus if there is too much for sale at a given price.
There is a shortage if there is not enough for sale at a given price.
Surpluses and shortages usually happen when people who are selling goods or services charge too much or too little.
When the price is too high, consumers will not want to buy much of the good or service. The quantity demanded will be less than the quantity supplied. So, there will be a surplus.
When the price is too low, too many consumers will want to buy the good or service. The quantity demanded will be more than the quantity supplied. So, there will be a shortage.","At the current price, there are too many jackets for sale. There are 20 jackets for sale, but only 18 people want to buy one.
So, there is a surplus of jackets. The store will not get any money for the leftover jackets.",train,surplus,shortage,,,surplus,1,1,1,1
economics,1351,1352,Suppose Erik decides to plant the tulips. Which result would be a cost?,"['He will save some space. The tulips will use up less space than the birch tree would have used up.', 'Erik will give up the chance to look at the birch tree. He thinks it would have looked more beautiful than the tulips.']",1,Erik is deciding whether to plant tulips or a birch tree in his backyard. He wants to make his backyard more beautiful. But he also wants to leave space for doing fun things.,closed choice,grade5,social science,economics,Basic economic principles,Costs and benefits,"Before you decide to do something, it is often helpful to list costs and benefits.
Costs are what you give up or spend when you decide to do something. Costs involve giving up things that you want or need.
Benefits are what you gain or save when you decide to do something. Benefits involve gaining something that you want or need.","This result is a cost. It involves giving up or spending something that Erik wants or needs:
Erik will give up the chance to look at the birch tree. He thinks it would have looked more beautiful than the tulips.",test,He will save some space. The tulips will use up less space than the birch tree would have used up.,Erik will give up the chance to look at the birch tree. He thinks it would have looked more beautiful than the tulips.,,,Erik will give up the chance to look at the birch tree. He thinks it would have looked more beautiful than the tulips.,2,1,1,1
physics,2192,2193,Which egg has less thermal energy?,"['the colder egg', 'the hotter egg']",0,Two eggs are identical except for their temperatures.,closed choice,grade6,natural science,physics,Thermal energy,How are temperature and mass related to thermal energy?,"Matter is made of tiny particles called atoms. Atoms are always moving.
The energy of moving atoms is called thermal energy. The total amount of thermal energy in matter depends on three things: the type of matter, the amount of matter, and how fast the atoms are moving.
Temperature measures how hot or cold matter is. If the atoms in matter slow down, the temperature goes down. The matter now has both less thermal energy and a lower temperature.
What happens if the amount of matter changes? A 1-kilogram brick at 70°F has half as much thermal energy as a 2-kilogram brick at 70°F. The two bricks have the same temperature, but the smaller brick has half as many atoms. So, it has half as much thermal energy.","The two eggs are made of the same material and have the same mass. So, the colder egg has less thermal energy.",train,the colder egg,the hotter egg,,,the colder egg,1,1,1,1
physics,5195,5196,"Complete the statement. Assume that the hockey puck's mass did not change.
The gravitational potential energy stored between the hockey puck and Earth () as the puck slid toward the goal.","['increased', 'stayed the same', 'decreased']",1,"Read the text about an object in motion.
Quincy and Roger were playing air hockey on a level table. When Quincy hit the hockey puck, it slid quickly toward Roger's goal.",closed choice,grade7,natural science,physics,Kinetic and potential energy,Identify changes in gravitational potential energy,"Gravitational potential energy is stored between any two objects. So, for every object on or near Earth, there is gravitational potential energy stored between the object and Earth.
The amount of gravitational potential energy stored between an object and Earth depends on the mass of the object. The amount of gravitational potential energy also depends on the distance between the object and the center of Earth. This distance increases when the object moves higher and decreases when the object moves lower.
If the distance between an object and the center of Earth changes, the gravitational potential energy stored between the object and Earth will change. The table below shows how this change can happen.
When an object's mass stays the same and its distance from the center of Earth... | Gravitational potential energy stored between the object and Earth...
increases | increases
decreases | decreases
stays the same | stays the same","Think about how the distance between the hockey puck and the center of Earth changed.
Because the table was level, each point on the table was the same distance from the center of Earth. As the hockey puck slid toward the goal, the distance between the puck and the center of Earth stayed the same. So, the gravitational potential energy stored between the hockey puck and Earth stayed the same as the puck slid toward the goal.",test,increased,stayed the same,decreased,,stayed the same,2,1,1,1
physics,4709,4710,Assume all other forces on Edward are balanced. Which statement describes the forces on Edward?,"['The forces are balanced, so there is no net force on Edward.', 'The forces are unbalanced, so there is a net force on Edward.']",0,Edward is standing on a diving board at the pool. Earth's gravity is pulling down on Edward with a force of 400N. The diving board is pushing up on Edward with a force of 400N.,closed choice,grade8,natural science,physics,"Velocity, acceleration, and forces",Balanced and unbalanced forces,"A force is a push or a pull that acts on an object. Every force has a direction and a magnitude, or strength. If two forces act on an object in opposite directions, the forces are called opposing forces.
When opposing forces have the same magnitude, they are balanced. If all the forces on an object are balanced, there is no net force on the object.
When opposing forces have different magnitudes, the forces are unbalanced. If any forces on an object are unbalanced, there is a net force on the object.","To determine if there is a net force on Edward, look at the forces:
Earth's gravity is pulling Edward down with a force of 400 N.
The diving board is pushing Edward up with a force of 400 N.
The forces are in opposite directions, and the forces have the same magnitude: 400 N. This means that the forces are balanced, so there is no net force on Edward.",val,"The forces are balanced, so there is no net force on Edward.","The forces are unbalanced, so there is a net force on Edward.",,,"The forces are balanced, so there is no net force on Edward.",1,1,1,1
physics,3158,3159,Which meatball has more thermal energy?,"['the hotter meatball', 'the colder meatball']",0,Two meatballs are identical except for their temperatures.,closed choice,grade6,natural science,physics,Thermal energy,How are temperature and mass related to thermal energy?,"Matter is made of tiny particles called atoms. Atoms are always moving.
The energy of moving atoms is called thermal energy. The total amount of thermal energy in matter depends on three things: the type of matter, the amount of matter, and how fast the atoms are moving.
Temperature measures how hot or cold matter is. If the atoms in matter move faster, the temperature goes up. The matter now has both more thermal energy and a higher temperature.
What happens if the amount of matter changes? A 2-kilogram brick at 70°F has twice as much thermal energy as a 1-kilogram brick at 70°F. The two bricks have the same temperature, but the larger brick has twice as many atoms. So, it has twice as much thermal energy.","The two meatballs are made of the same material and have the same mass. So, the hotter meatball has more thermal energy.",val,the hotter meatball,the colder meatball,,,the hotter meatball,1,1,1,1
physics,2684,2685,Which cherry pie has a higher temperature?,"['the cherry pie with more thermal energy', 'the cherry pie with less thermal energy']",0,Two cherry pies are identical except for their thermal energies.,closed choice,grade6,natural science,physics,Thermal energy,How are temperature and mass related to thermal energy?,"Matter is made of tiny particles called atoms. Atoms are always moving.
The energy of moving atoms is called thermal energy. The total amount of thermal energy in matter depends on three things: the type of matter, the amount of matter, and how fast the atoms are moving.
Temperature measures how hot or cold matter is. If the atoms in matter move faster, the temperature goes up. The matter now has both more thermal energy and a higher temperature.
What happens if the amount of matter changes? A 2-kilogram brick at 70°F has twice as much thermal energy as a 1-kilogram brick at 70°F. The two bricks have the same temperature, but the larger brick has twice as many atoms. So, it has twice as much thermal energy.","The two cherry pies are made of the same material and have the same mass. So, the cherry pie with more thermal energy has a higher temperature.",val,the cherry pie with more thermal energy,the cherry pie with less thermal energy,,,the cherry pie with more thermal energy,1,1,1,1
physics,4787,4788,Assume all other forces on Carly are balanced. Which statement describes the forces on Carly?,"['The forces are balanced, so there is no net force on Carly.', 'The forces are unbalanced, so there is a net force on Carly.']",1,"Carly is sitting on a roller coaster cart as it reaches the bottom of a big loop. Earth's gravity is pulling down on Carly with a force of 600N. The seat of the cart is pushing up on Carly with a force of 1,200N.",closed choice,grade7,natural science,physics,"Velocity, acceleration, and forces",Balanced and unbalanced forces,"A force is a push or a pull that acts on an object. Every force has a direction and a magnitude, or strength. If two forces act on an object in opposite directions, the forces are called opposing forces.
When opposing forces have the same magnitude, they are balanced. If all the forces on an object are balanced, there is no net force on the object.
When opposing forces have different magnitudes, the forces are unbalanced. If any forces on an object are unbalanced, there is a net force on the object.","To determine if there is a net force on Carly, look at the forces:
Earth's gravity is pulling Carly down with a force of 600 N.
The seat of the cart is pushing Carly up with a force of 1,200 N.
The forces are in opposite directions, and the forces have different magnitudes: 600 N and 1,200 N. This means that the forces are unbalanced, so there is a net force on Carly.",train,"The forces are balanced, so there is no net force on Carly.","The forces are unbalanced, so there is a net force on Carly.",,,"The forces are unbalanced, so there is a net force on Carly.",2,1,1,1
physics,2764,2765,Which object has more thermal energy?,"['a pot of spaghetti sauce at a temperature of 85°C', 'a pot of spaghetti sauce at a temperature of 45°C']",0,The objects are identical except for their temperatures.,closed choice,grade3,natural science,physics,Heat and thermal energy,How is temperature related to thermal energy?,"All solids, liquids, and gases are made of matter. Matter is made up of tiny particles that are always moving. The energy from the motion of these particles is called thermal energy.
Temperature measures how hot or cold matter is. If the particles in matter move faster, the temperature goes up. The matter now has both more thermal energy and a higher temperature.","The two pots of spaghetti sauce have the same mass but different temperatures. Since the 85°C pot of spaghetti sauce is hotter than the 45°C pot of spaghetti sauce, it has more thermal energy.",train,a pot of spaghetti sauce at a temperature of 85°C,a pot of spaghetti sauce at a temperature of 45°C,,,a pot of spaghetti sauce at a temperature of 85°C,1,1,1,1
physics,4040,4041,Two blocks of iron have the same temperature but different masses. Which block has less thermal energy?,"['the block of iron with less mass', 'the block of iron with more mass']",0,The objects are made of the same type of matter.,closed choice,grade6,natural science,physics,Thermal energy,How are temperature and mass related to thermal energy?,"Matter is made of tiny particles called atoms. Atoms are always moving.
The energy of moving atoms is called thermal energy. The total amount of thermal energy in matter depends on three things: the type of matter, the amount of matter, and how fast the atoms are moving.
Temperature measures how hot or cold matter is. If the atoms in matter slow down, the temperature goes down. The matter now has both less thermal energy and a lower temperature.
What happens if the amount of matter changes? A 1-kilogram brick at 70°F has half as much thermal energy as a 2-kilogram brick at 70°F. The two bricks have the same temperature, but the smaller brick has half as many atoms. So, it has half as much thermal energy.","The two blocks of iron have the same temperature and are made of the same type of matter. So, the block of iron with less mass has less thermal energy.",val,the block of iron with less mass,the block of iron with more mass,,,the block of iron with less mass,1,1,1,1
physics,3281,3282,Which object has less thermal energy?,"['a bowl of cereal at a temperature of 20°C', 'a bowl of cereal at a temperature of 15°C']",1,The objects are identical except for their temperatures.,closed choice,grade3,natural science,physics,Heat and thermal energy,How is temperature related to thermal energy?,"All solids, liquids, and gases are made of matter. Matter is made up of tiny particles that are always moving. The energy from the motion of these particles is called thermal energy.
Temperature measures how hot or cold matter is. If the particles in matter slow down, the temperature goes down. The matter now has both less thermal energy and a lower temperature.","The two bowls of cereal have the same mass but different temperatures. Since the 15°C bowl of cereal is colder than the 20°C bowl of cereal, it has less thermal energy.",train,a bowl of cereal at a temperature of 20°C,a bowl of cereal at a temperature of 15°C,,,a bowl of cereal at a temperature of 15°C,2,1,1,1
physics,936,937,Two rocks have the same temperature but different masses. Which rock has less thermal energy?,"['the rock with more mass', 'the rock with less mass']",1,The objects are made of the same type of matter.,closed choice,grade6,natural science,physics,Thermal energy,How are temperature and mass related to thermal energy?,"Matter is made of tiny particles called atoms. Atoms are always moving.
The energy of moving atoms is called thermal energy. The total amount of thermal energy in matter depends on three things: the type of matter, the amount of matter, and how fast the atoms are moving.
Temperature measures how hot or cold matter is. If the atoms in matter slow down, the temperature goes down. The matter now has both less thermal energy and a lower temperature.
What happens if the amount of matter changes? A 2-kilogram brick at 70°F has twice as much thermal energy as a 1-kilogram brick at 70°F. The two bricks have the same temperature, but the larger brick has twice as many atoms. So, it has twice as much thermal energy.","The two rocks have the same temperature and are made of the same type of matter. So, the rock with less mass has less thermal energy.",val,the rock with more mass,the rock with less mass,,,the rock with less mass,2,1,1,1
units-and-measurement,2452,2453,What is the mass of an earthworm?,"['4 kilograms', '4 grams']",1,Select the better estimate.,closed choice,grade4,natural science,units-and-measurement,Units and measurement,Choose metric units of mass,"Measurements are written with both a number and a unit. The unit comes after the number. The unit shows what the number means.
Mass is a measurement of how much matter something contains.
There are many different units of mass. When you are using metric units, mass may be written with units of grams or kilograms.
There are 1,000 grams in 1 kilogram. So, 1 gram is much less than 1 kilogram.
A paper clip has a mass of about 1 gram, while a textbook has a mass of about 1 kilogram.","The better estimate for the mass of an earthworm is 4 grams.
4 kilograms is too heavy.",train,4 kilograms,4 grams,,,4 grams,2,1,1,1
units-and-measurement,5631,5632,What is the volume of a water pitcher?,"['10 cups', '10 fluid ounces', '10 gallons']",0,Select the best estimate.,closed choice,grade4,natural science,units-and-measurement,Units and measurement,Choose customary units of volume,"Measurements are written with both a number and a unit. The unit comes after the number. The unit shows what the number means.
Volume is a measurement of how much space something takes up.
There are many different units of volume. When you are using customary units, volume may be written in units of fluid ounces, cups, or gallons.
As the diagram shows, there are 8 fluid ounces in 1 cup and 16 cups in 1 gallon. So, 1 fluid ounce is less than 1 cup and much less than 1 gallon.
A glass of milk has a volume of about 8 fluid ounces, or 1 cup. A jug of milk has a volume of 1 gallon.","The best estimate for the volume of a water pitcher is 10 cups.
10 fluid ounces is too little and 10 gallons is too much.",train,10 cups,10 fluid ounces,10 gallons,,10 cups,1,1,1,1
units-and-measurement,4834,4835,How long is a sunflower seed?,"['19 millimeters', '19 centimeters', '19 kilometers']",0,Select the best estimate.,closed choice,grade4,natural science,units-and-measurement,Units and measurement,Choose metric units of distance,"Measurements are written with both a number and a unit. The unit comes after the number. The unit shows what the number means.
When you are using metric units, length can be written with units of millimeters, centimeters, meters, or kilometers. One meter contains 100 centimeters or 1,000 millimeters. So, 1 meter is larger than 1 centimeter, and 1 centimeter is larger than 1 millimeter.
The tip of the pencil shown here is only 1 millimeter wide, but the pencil is about 16 centimeters long.
A red fox is about 1 meter long. The Sydney Harbour Bridge in Australia is about 1,000 meters, or 1 kilometer, in length.","The best estimate for the length of a sunflower seed is 19 millimeters.
19 centimeters and 19 kilometers are both too long.",val,19 millimeters,19 centimeters,19 kilometers,,19 millimeters,1,1,1,1
units-and-measurement,1199,1200,How long is a sofa?,"['7 feet', '7 yards']",0,Select the better estimate.,closed choice,grade2,natural science,units-and-measurement,Units and measurement,Choose customary units of distance,"Measurements are written with both a number and a unit. The unit comes after the number. The unit shows what the number means.
Imagine being told that a pencil is 8 long. You might be thinking, 8 what? Is the pencil 8 inches long? 8 feet? 8 miles?
The number 8 on its own does not give you much information about the length of the pencil. That is because the units are missing.
Now look at the drawing of the pencil and the ruler. The ruler shows that the units are inches. So, the length of the pencil is 8 inches.
There are 12 inches in 1 foot. So, 1 inch is much shorter than 1 foot.
There are 3 feet in 1 yard. So, 1 foot is shorter than 1 yard.","The better estimate for the length of a sofa is 7 feet.
7 yards is too long.",val,7 feet,7 yards,,,7 feet,1,1,1,1
units-and-measurement,4572,4573,What is the volume of a large trash can?,"['17 fluid ounces', '17 cups', '17 gallons']",2,Select the best estimate.,closed choice,grade5,natural science,units-and-measurement,Units and measurement,Choose customary units of volume,"Measurements are written with both a number and a unit. The unit comes after the number. The unit shows what the number means.
Volume is a measurement of how much space something takes up.
There are many different units of volume. When you are using customary units, volume may be written in units of fluid ounces, cups, or gallons.
As the diagram shows, there are 8 fluid ounces in 1 cup and 16 cups in 1 gallon. So, 1 fluid ounce is less than 1 cup and much less than 1 gallon.
A glass of milk has a volume of about 8 fluid ounces, or 1 cup. A jug of milk has a volume of 1 gallon.","The best estimate for the volume of a large trash can is 17 gallons.
17 fluid ounces and 17 cups are both too little.",train,17 fluid ounces,17 cups,17 gallons,,17 gallons,3,1,1,1
units-and-measurement,1046,1047,How long does it take to do ten jumping jacks?,"['21 minutes', '21 seconds']",1,Select the better estimate.,closed choice,grade3,natural science,units-and-measurement,Units and measurement,Choose units of time,"Measurements are written with both a number and a unit. The unit comes after the number. The unit shows what the number means.
Imagine being told that the bus leaves in 7. You might be thinking, 7 what? Does the bus leave in 7 minutes? 7 seconds?
The number 7 on its own does not give you much information about when the bus is leaving. That is because the units are missing.
Time is usually measured in units of seconds, minutes, or hours. It takes about 1 second to sneeze and 1 minute to get dressed in the morning. It takes about 1 hour to bake a pie in the oven.
There are 60 seconds in 1 minute. So, 1 second is much less than 1 minute.
There are 60 minutes in 1 hour. So, 1 minute is much less than 1 hour.","The better estimate for how long it takes to do ten jumping jacks is 21 seconds.
21 minutes is too slow.",train,21 minutes,21 seconds,,,21 seconds,2,1,1,1
units-and-measurement,2611,2612,How long is a soccer field?,"['375 feet', '375 inches', '375 yards']",0,Select the best estimate.,closed choice,grade4,natural science,units-and-measurement,Units and measurement,Choose customary units of distance,"Measurements are written with both a number and a unit. The unit comes after the number. The unit shows what the number means.
When you are using customary units, length may be written with units of inches, feet, yards, or miles.
There are 12 inches in 1 foot, and 3 feet in 1 yard. There are 5,280 feet in 1 mile.
A football is about 1 foot long. A football field is 100 yards long.","The best estimate for the length of a soccer field is 375 feet.
375 inches is too short and 375 yards is too long.",train,375 feet,375 inches,375 yards,,375 feet,1,1,1,1
units-and-measurement,4491,4492,How long is a sunflower seed?,"['15 millimeters', '15 meters', '15 centimeters', '15 kilometers']",0,Select the best estimate.,closed choice,grade7,natural science,units-and-measurement,Units and measurement,"Choose metric units of distance, mass, and volume","Measurements are written with both a number and a unit. The unit comes after the number. The unit shows what the number means.
When you are using metric units, length can be written with units of millimeters, centimeters, meters, or kilometers. One meter contains 100 centimeters or 1,000 millimeters. So, 1 meter is larger than 1 centimeter, and 1 centimeter is larger than 1 millimeter.
The tip of the pencil shown here is only 1 millimeter wide, but the pencil is about 16 centimeters long.
A red fox is about 1 meter long. The Sydney Harbour Bridge in Australia is about 1,000 meters, or 1 kilometer, in length.","The best estimate for the length of a sunflower seed is 15 millimeters.
15 centimeters, 15 meters, and 15 kilometers are all too long.",test,15 millimeters,15 meters,15 centimeters,15 kilometers,15 millimeters,1,1,1,1
units-and-measurement,5116,5117,How long is the Panama Canal?,"['80 kilometers', '80 millimeters', '80 centimeters', '80 meters']",0,Select the best estimate.,closed choice,grade7,natural science,units-and-measurement,Units and measurement,"Choose metric units of distance, mass, and volume","Measurements are written with both a number and a unit. The unit comes after the number. The unit shows what the number means.
When you are using metric units, length can be written with units of millimeters, centimeters, meters, or kilometers. One meter contains 100 centimeters or 1,000 millimeters. So, 1 meter is larger than 1 centimeter, and 1 centimeter is larger than 1 millimeter.
The tip of the pencil shown here is only 1 millimeter wide, but the pencil is about 16 centimeters long.
A red fox is about 1 meter long. The Sydney Harbour Bridge in Australia is about 1,000 meters, or 1 kilometer, in length.","The best estimate for the length of the Panama Canal is 80 kilometers.
80 millimeters, 80 centimeters, and 80 meters are all too short.",val,80 kilometers,80 millimeters,80 centimeters,80 meters,80 kilometers,1,1,1,1
units-and-measurement,4279,4280,How long is a guitar?,"['33 inches', '33 feet', '33 miles', '33 yards']",0,Select the best estimate.,closed choice,grade8,natural science,units-and-measurement,Units and measurement,"Choose customary units of distance, mass, and volume","Measurements are written with both a number and a unit. The unit comes after the number. The unit shows what the number means.
When you are using customary units, length may be written with units of inches, feet, yards, or miles.
There are 12 inches in 1 foot, and 3 feet in 1 yard. There are 5,280 feet in 1 mile.
A football is about 1 foot long. A football field is 100 yards long.","The best estimate for the length of a guitar is 33 inches.
33 feet, 33 yards, and 33 miles are all too long.",train,33 inches,33 feet,33 miles,33 yards,33 inches,1,1,1,1
world-history,3618,3619,"Complete the sentence.
In this case, the program is a () source because it ().","['secondary . . . was made in the 2000s by historians researching African American baseball leagues', 'primary . . . was made for fans at an African American league baseball game in the mid-1900s']",1,"Historians use different kinds of sources to study the past. Sources are books, documents, pictures, or other materials that provide evidence about the past. Primary sources are usually firsthand accounts and are usually created at the time that an event takes place. Secondary sources are usually secondhand accounts, are usually created later in time, and are based on a variety of primary sources.
Imagine that you are a historian who wants to learn more about African American baseball leagues in the mid-1900s. You find the source described below. Read the description of the source. Then complete the sentence below.
A program was given to people who attended a baseball game between the Indianapolis Clowns and the Kansas City Monarchs in the 1950s. These teams played in an African American baseball league.",closed choice,grade6,social science,world-history,Social studies skills,Identify primary and secondary sources,"To learn about the past, historians look at many different sources. Sources are books, documents, pictures, or other materials that provide evidence about the past.
The sources that historians use fall into two categories: primary sources and secondary sources. The category for a source can change depending on what the historian is trying to learn, who created the source, and when it was created.
The table below shows some common characteristics of primary and secondary sources.
 | Primary source | Secondary sources
Description | firsthand accounts of a historical event that the historian is studying | secondhand accounts of a historical event that the historian is studying; sources that interpret or analyze many primary sources
Author | usually created or used by a person who participated in the event | usually created by someone who did not participate in the event
Date | usually created at or around the time of the event | usually created after the event
Common examples | speeches; diaries; letters; photographs; artifacts such as household objects; exact copies of sources or artifacts; | textbooks; history books; documentary (non-fiction) films; articles by historians; museum exhibits
Some sources are neither primary nor secondary sources because they do not provide historical information about the topic being studied. For example, a historian would not use a historical novel to learn about an event. Other sources may not relate to a historian's goal.","Keep in mind that you are trying to learn about African American baseball leagues in the mid-1900 s.
In this case, the program is a primary source. It is from the time period and was used by people who participated in the historical event.",train,secondary . . . was made in the 2000s by historians researching African American baseball leagues,primary . . . was made for fans at an African American league baseball game in the mid-1900s,,,primary . . . was made for fans at an African American league baseball game in the mid-1900s,2,1,1,1
