link,question_number,flores_passage,question,mc_answer1,mc_answer2,mc_answer3,mc_answer4,correct_answer_num,dialect,ds
https://en.wikibooks.org/wiki/European_History/World_War_I,2,درست پس از وقوع خصومت، انگلیس محاصره دریایی آلمان را آغاز کرد. گرچه این محاصره در کل قوانین بین‌المللی که در دو قرن گذشته توسط چندین توافقنامه بین‌المللی پذیرفته شده بود را نقض می‌کرد، اما ثابت شد که قطع منابع حیاتی نظامی و غیرنظامی، یک استراتژی اثربخش بوده است. انگلیس برای جلوگیری از ورود هر کشتی به کل بخش های اقیانوس، آب های بین المللی را مین گذاری کرده و حتی کشتی‌های بیطرف را نیز تهدید می کند. از آنجایی که واکنش نسبت به این تاکتیک محدود بود، آلمان انتظار واکنش مشابهی نسبت به جنگ زیردریایی بی‌قیدوشرطش داشت.,کدام عبارت محاصره دریایی بریتانیا علیه آلمان را به درستی توصیف نمی‌کند؟,نقص حقوق بین‌الملل بود,منجر به جنگ زیردریایی آلمان شد,امکان تأمین منابع آلمان را قطع کرد,عدم تهدید کشتی‌های بیطرف را تضمین می‌کرد,4,pes_Arab,2023-06-07
https://en.wikibooks.org/wiki/Exercise_as_it_relates_to_Disease/Can_Exercise_Really_Help_Multiple_Sclerosis%3F,1,در سراسر ایالات متحده آمریکا، تقریباً 400،000 مورد شناخته شده از بیماری گرفتگی بافت‌های گوناگون (MS) وجود دارد، که یک بیماری عصبی مهم در بزرگسالان جوان‌تر و مسن به حساب می‌آید. MS نوعی بیماری است که بر سیستم عصبی مرکزی تأثیر می گذارد، که از مغز، نخاع و عصب بینایی تشکیل شده است. تحقیقات نشان داده است که احتمال ام اس در زنان دوبرابر بیشتر از مردان است.,با توجه به متن، احتمال تشخیص گرفتگی بافت‌های گوناگون (MS) برای چه افرادی بیشتر است؟,زنان 32 ساله,مردان 15 ساله,مردان 43 ساله,زنان 10 ساله,1,pes_Arab,2023-06-07
https://en.wikibooks.org/wiki/Exercise_as_it_relates_to_Disease/Physical_activity_effect_on_mental_health_in_people_with_chronic_lower_back_pain,1,این مطالعه نشان داد که افسردگی، ترس و فاجعه ارتباط میان درد و ناتوانی را در مبتلایان به کمردرد واسطه گری میکند. فقط اثرات فاجعه‌سازی، و نه افسردگی و ترس، شرط حضور در جلسات تربیت بدنی منظم هفتگی بود. کسانی که در فعالیت منظم شرکت می‌کردند به حمایت بیشتری به لحاظ ادراک منفی درد نیاز داشتند تا تفاوت بین درد مزمن و احساس ناراحتی ناشی از حرکت فیزیکی طبیعی را تشخیص دهند.,طبق این متن، شرکت‌کنندگان در جلسات تربیت‌ بدنی منظم در چه زمینه‌ای به حمایت بیشتری نیاز داشتند؟,ادراک منفی درد,کمر,افسردگی,ترس,1,pes_Arab,2023-06-07
https://en.wikibooks.org/wiki/Fencing,1,ورزش نو شمشیربازی در سطوح مختلف انجام می‌شود، از یادگیری دانشجویان در دانشگاه گرفته تا سطح حرفه‌ای و مسابقات المپیک. این ورزش در وهله اول در قالب دوئل انجام می‌شود، یکی از شمشیربازها با دیگری دوئل می‌کند.,با توجه به متن، شمشیربازی معمولاً چگونه انجام می‌شود؟,به سبک مدرن,در سطح دانشگاهی,در سطح المپیک,در قالب دوئل,4,pes_Arab,2023-06-07
https://en.wikibooks.org/wiki/First_Aid/Poisoning,1,مسمومیت داخلی فوراً آشکار نمی‌شود. علائمی مانند استفراغ آنقدر عمومی است که نمی‌توان فوراً تشخیص داد. بهترین دلیل مسمومیت داخلی ممکن است وجود ظرف خالی دوا یا مواد شیمیایی خانگی سمی باشد. برچسب دستورالعمل‌های خاص کمک‌های اولیه مربوط به آن سم خاص را بررسی کنید.,با توجه به متن، کدام یک از موارد زیر قوی‌ترین شاخص مسمومیت داخلی است؟,تهوع و تب ,استفراغ و تعریق,دل‌ پیچه و درد شکمی شدید,یک بطری قرص نسخه‌دار,4,pes_Arab,2023-06-07
https://en.wikibooks.org/wiki/First_Aid/Primary_Assessment_%26_Basic_Life_Support,1,برای بررسی قربانی، ابتدا باید صحنه را بررسی کنید تا از امنیت خود مطمئن شوید. هنگام نزدیکی و مواجهه با قربانی باید شرایط او بررسی کرده و به‌طور خودکار خطر را در نظر بگیریم. اگر در حین تلاش برای کمک صدمه دیدید، ممکن است فقط شرایط را وخیم‌تر کنید.,با توجه به متن، اولین قدم مناسب برای بررسی قربانی چیست؟,بررسی صحنه,مواجهه با قربانی,بررسی وضعیت قربانی,انتظار برای کمک,1,pes_Arab,2023-06-07
https://en.wikibooks.org/wiki/First_Aid/Primary_Assessment_%26_Basic_Life_Support,2,برای بررسی قربانی، ابتدا باید صحنه را بررسی کنید تا از امنیت خود مطمئن شوید. هنگام نزدیکی و مواجهه با قربانی باید شرایط او بررسی کرده و به‌طور خودکار خطر را در نظر بگیریم. اگر در حین تلاش برای کمک صدمه دیدید، ممکن است فقط شرایط را وخیم‌تر کنید.,کدام یک از عبارات زیر فرآیند بررسی قربانی را به طور دقیق نشان نمی‌دهد؟,نگران صدمه دیدن خودتان نباشید,ارزیابی صحنه مقابل قربانی,بررسی شرایط قربانی,تلاش برای توجه به هرگونه زنگ خطر,1,pes_Arab,2023-06-07
https://en.wikibooks.org/wiki/French_Revolution/Effects,1,تأثیرات اجتماعی و سیاسی بسیاری وجود دارد از جمله استفاده از سیستم متریک، تغییر از مطلق گرایی به جمهوری خواهی، ملی گرایی و اعتقاد به اینکه کشور به مردم تعلق دارد نه به یک حاکم تنها. همچنین پس از انقلاب مشاغل به روی همه متقاضیان مرد باز بود و برای افراد بلندپروازتر و موفق‌تر امکان موفقیت ایجاد می‌کرد. همین موضوع برای نظامیان صادق است، زیرا بجای این که رتبه‌بندی ارتش براساس رده باشد، اکنون براساس قابلیت بود. انقلاب فرانسه همچنین الهام‌بخش بسیاری دیگر از افراد سرکوب‌شده طبقه کارگر در سایر کشورها شد تا انقلاب خود را آغاز کنند.,کدام یک از تغییرات ناشی از انقلاب فرانسه تأثیر قابل‌توجهی بر شهروندان طبقه کارگر داشت؟,افزایش حمایت از مردم,تغییر کانون توجه از رده به قابلیت,اتخاذ ایدئولوژی جمهوری خواهی,یک سیستم سنجش جدید,2,pes_Arab,2023-06-07
https://en.wikibooks.org/wiki/French_Revolution/Effects,2,تأثیرات اجتماعی و سیاسی بسیاری وجود دارد از جمله استفاده از سیستم متریک، تغییر از مطلق گرایی به جمهوری خواهی، ملی گرایی و اعتقاد به اینکه کشور به مردم تعلق دارد نه به یک حاکم تنها. همچنین پس از انقلاب مشاغل به روی همه متقاضیان مرد باز بود و برای افراد بلندپروازتر و موفق‌تر امکان موفقیت ایجاد می‌کرد. همین موضوع برای نظامیان صادق است، زیرا بجای این که رتبه‌بندی ارتش براساس رده باشد، اکنون براساس قابلیت بود. انقلاب فرانسه همچنین الهام‌بخش بسیاری دیگر از افراد سرکوب‌شده طبقه کارگر در سایر کشورها شد تا انقلاب خود را آغاز کنند.,پس از انقلاب فرانسه، موفقیت در ارتش و سایر مشاغل کمتر از چه چیزی تأثیر می‌پذیرفت؟,موفقیت,رتبه‌بندی,بلندپروازی,استعداد,2,pes_Arab,2023-06-07
https://en.wikibooks.org/wiki/Fundamentals_of_Transportation/Introduction,1,همه در جامعه مشارکت می‌کند و از سیستم‌های حمل‌ونقل استفاده می‌کند. تقریباً همه از سیستم حمل‌ونقل شکایت دارند. در کشورهای توسعه یافته بندرت سطح مشابهی از شکایات را درمورد کیفیت آب یا سقوط پلها می شنوید. چرا سیستم‌های حمل و نقل سبب چنین شکایت‌هایی شده است، چرا هر روز شاهد ناکامی آنها می‌باشیم؟ آیا این بخاطر ناکارامدی مهندس‌های وسایل نقلیه است؟ یا دلیل اساسی‌تری وجود دارد؟,گفته می‌شود کدام خدمات عمومی بیشترین نارضایتی را در کشورهای توسعه یافته ایجاد می کند؟,کیفیت آب,ساخت‌وساز پل,حمل‌ونقل عمومی,تحصیلات,3,pes_Arab,2023-06-07
https://en.wikibooks.org/wiki/Fundamentals_of_Transportation/Introduction,2,همه در جامعه مشارکت می‌کند و از سیستم‌های حمل‌ونقل استفاده می‌کند. تقریباً همه از سیستم حمل‌ونقل شکایت دارند. در کشورهای توسعه یافته بندرت سطح مشابهی از شکایات را درمورد کیفیت آب یا سقوط پلها می شنوید. چرا سیستم‌های حمل و نقل سبب چنین شکایت‌هایی شده است، چرا هر روز شاهد ناکامی آنها می‌باشیم؟ آیا این بخاطر ناکارامدی مهندس‌های وسایل نقلیه است؟ یا دلیل اساسی‌تری وجود دارد؟,با توجه به متن، درباره سیستم‌های حمل و نقل عمومی چه می‌توان گفت؟,بین همه افرادی از آنها استفاده می‌کنند محبوبیت دارد,به اندازه کیفیت آب ناکارآمد نیستند,افرادی که از آنها استفاده می‌کنند شکایات بسیاری دارند,در اغلب کشورهای توسعه‌یافته رایگان هستند,3,pes_Arab,2023-06-07
https://en.wikibooks.org/wiki/Fundamentals_of_Transportation/Traffic_Flow,1,جریان ترافیک همانا مطالعه حرکت رانندگان مستقل و وسایل‌نقلیه بین دو نقطه و تعامل آنها با یکدیگر است. متأسفانه مطالعه جریان ترافیک مشکل است، زیرا رفتار راننده را نمی‌توان با قطعیت صد درصد پیش‌بینی کرد. خوشبختانه، رانندگان تمایل دارند در یک محدوده مناسب و منطقی رفتار کنند؛ بنابراین، جریان‌های ترافیکی تمایل دارند تا قوامی منطقی داشته باشند و این موضوع را می توان تقریباً از نظر ریاضی مشخص کرد. برای نمایش بهتر جریان ترافیک، روابط بین سه مشخصه تعیین شده است: 1) جریان، 2)تراکم، و 3) شتاب. این روابط به برنامه‌ریزی، طراحی و عملیات تسهیلات جاده‌ای کمک می‌کند.,با توجه به متن، اندازه‌گیری کدام مورد زیر به دلیل غیرقابل پیش‌بینی بودن رانندگان می‌تواند دشوار باشد؟,شتاب ترافیک,برنامه‌ریزی جاده‌ای,عملیات جاده‌ای,جریان ترافیک,4,pes_Arab,2023-06-07
https://en.wikibooks.org/wiki/Fundamentals_of_Transportation/Traffic_Flow,2,جریان ترافیک همانا مطالعه حرکت رانندگان مستقل و وسایل‌نقلیه بین دو نقطه و تعامل آنها با یکدیگر است. متأسفانه مطالعه جریان ترافیک مشکل است، زیرا رفتار راننده را نمی‌توان با قطعیت صد درصد پیش‌بینی کرد. خوشبختانه، رانندگان تمایل دارند در یک محدوده مناسب و منطقی رفتار کنند؛ بنابراین، جریان‌های ترافیکی تمایل دارند تا قوامی منطقی داشته باشند و این موضوع را می توان تقریباً از نظر ریاضی مشخص کرد. برای نمایش بهتر جریان ترافیک، روابط بین سه مشخصه تعیین شده است: 1) جریان، 2)تراکم، و 3) شتاب. این روابط به برنامه‌ریزی، طراحی و عملیات تسهیلات جاده‌ای کمک می‌کند.,از کدام یک از موارد زیر هنگام نمایش جریان ترافیک از نظر ریاضی استفاده می‌شود؟,عملیات جاده‌ای,رفتار راننده,طراحی جاده‌,تراکم ترافیک,4,pes_Arab,2023-06-07
"https://en.wikibooks.org/wiki/General_Biology/Genetics/DNA,_The_Genetic_Material",1,آزمایش Hershey و Chase یکی از پیشروترین اشارات به ژنتیکی بودن DNA بود. «هرشی» و «چیس» از فاژها یا ویروس‌ها برای کاشت دی‌ان‌ای خود در داخل باکتری استفاده کردند. آنها دو آزمایش انجام دادند که دی‌ان‌ای در فاژ را با فسفر پرتوزا یا پروتئین فاژ را با گوگرد پرتوزا علامت‌گذاری کردند.,«هرشی» و «چیس» از چه چیزی برای کاشت DNA خود استفاده کردند؟ ,فسفر پرتوزا,مواد ژنتیکی,گوگرد پرتوزا ,ویروس ,4,pes_Arab,2023-06-07
https://en.wikibooks.org/wiki/General_Biology/Genetics/Mutation,1,جهش می‌تواند تأثیرات بسیار متفاوتی داشته باشد که بستگی دارد به نوع جهش، اهمیت قطعه ماده ژنتیکی تحت تأثیر، و اینکه آیا سلولهای درگیر سلولهای ژرم لاین هستند یا نه. تنها جهش در سلول‌های مشابه میکروبی می‌تواند به کودکان منتقل شود، درحالیکه جهش در جاهای دیگر می‌تواند باعث مرگ سلول یا سرطان شود.,توانایی انتقال جهش به فرزندان به چه چیزی بستگی دارد؟,اینکه آیا سلول‌ها ژرم‌ لاین هستند یا نه,اهمیت ماده ژنتیک,نوع جهش,اینکه آیا جهش می‌تواند منجر به مرگ سلولی شود,1,pes_Arab,2023-06-07
https://en.wikibooks.org/wiki/General_Biology/Genetics/Mutation,2,جهش می‌تواند تأثیرات بسیار متفاوتی داشته باشد که بستگی دارد به نوع جهش، اهمیت قطعه ماده ژنتیکی تحت تأثیر، و اینکه آیا سلولهای درگیر سلولهای ژرم لاین هستند یا نه. تنها جهش در سلول‌های مشابه میکروبی می‌تواند به کودکان منتقل شود، درحالیکه جهش در جاهای دیگر می‌تواند باعث مرگ سلول یا سرطان شود.,بر اساس اطلاعات ارائه‌شده در متن، اثرات مختلف جهش‌ها بر چه چیزی متکی نیستند؟,چه مقدار از ماده ژنتیک تحت تأثیر قرار گرفته است,اینکه آیا سلول‌های تحت‌تأثیر ژرم لاین هستند یا نه,اهمیت ماده ژنتیک تحت‌تأثیر قرار گرفته,نوع جهش تحت تأثیر,1,pes_Arab,2023-06-07
https://en.wikibooks.org/wiki/Goats/Introduction,1,"به نظر می‌رسد که بزها ابتدا حدود 10,000 سال پیش در کوه‌های زاگرس ایران اهلی شده باشند. فرهنگهای کهن و قبایل شروع به نگهداری از آنها برای دسترسی آسان به شیر، پشم، گوشت، و پوست کردند. بزهای اهلی بطور کل بصورت گله‌ای روی تپه‌ها یا سایر مناطق چرا نگهداری می‌شدند و اغلب توسط بزچران‌هایی که اغلب کودک و نوجوان بودند مشابه چوپانان معمول تیمار می‌شدند. این روش‌های گله‌داری هنوز امروزه بکار می‌روند.",کدام یک از موارد زیر دلیلی بر نگهداری بز در فرهنگ‌های باستانی نبود؟,امکان دسترسی به گوشت را فراهم می‌کردند,به کوتاه کردن چمن‌ها کمک می‌کردند,نقش همراه را داشتند,دسترسی به شیر را فراهم می‌کردند,3,pes_Arab,2023-06-07
https://en.wikibooks.org/wiki/Golf,1,گلف نوعی بازی است که بازیکنان با استفاده از چوب گلف به توپ ضربه می‌زنند و آن را داخل سوراخ‌ها می‌اندازند. طی یک دور معمول از بازی، با هجده سوراخ بازی می‌شود، به‌طوری که بازیکنان معمولاً از اولین سوراخ زمین شروع و با سوراخ هجدهم بازی را تمام می‌کنند. بازیکنی که برای تکمیل این دوره کمترین ضربه یا تلوتلو را در باشگاه بخورد، برنده می شود. این بازی روی چمن انجام می‌شود و چمن دور سوراخ کوتاه‌تر زده می‌شود و ناحیه سبز نامیده می‌شود.,هدف گلف این است که کمترین مقدار از چه چیزی را بگیرد؟,توپ‌ها,ضربه‌‌ها,زمان,سوراخ‌ها,2,pes_Arab,2023-06-07
https://en.wikibooks.org/wiki/Golf,2,گلف نوعی بازی است که بازیکنان با استفاده از چوب گلف به توپ ضربه می‌زنند و آن را داخل سوراخ‌ها می‌اندازند. طی یک دور معمول از بازی، با هجده سوراخ بازی می‌شود، به‌طوری که بازیکنان معمولاً از اولین سوراخ زمین شروع و با سوراخ هجدهم بازی را تمام می‌کنند. بازیکنی که برای تکمیل این دوره کمترین ضربه یا تلوتلو را در باشگاه بخورد، برنده می شود. این بازی روی چمن انجام می‌شود و چمن دور سوراخ کوتاه‌تر زده می‌شود و ناحیه سبز نامیده می‌شود.,در زمین گلف، چمن کدام قسمت کوتاه‌تر است؟,سوراخ هجدهم,ناحیه سبز,اولین سوراخ,نیمه اول زمین,2,pes_Arab,2023-06-07
https://en.wikibooks.org/wiki/High_School_Biology/Nature_of_Science,1,هدف اصلی علم کشف نحوه کار جهان از طریق روش علمی است. این روش در واقع اکثر تحقیقات علمی را هدایت می‌کند. با این‌حال این مورد به تنهایی نیست، آزمایش و یک تجربه است که برای از بین بردن یک یا چند فرضیه احتمالی، پرسیدن سؤال‌ها و ایجاد مشاهدات و نیز هدایت تحقیقات علمی لازم است.,هدف اصلی یک آزمایش کدام است؟,از بین بردن یک یا دو فرضیه احتمالی,کشف نحوه کار جهان,پرسیدن سؤال,هدایت تحقیقات علمی,1,pes_Arab,2023-06-07
https://en.wikibooks.org/wiki/High_School_Biology/Nature_of_Science,2,هدف اصلی علم کشف نحوه کار جهان از طریق روش علمی است. این روش در واقع اکثر تحقیقات علمی را هدایت می‌کند. با این‌حال این مورد به تنهایی نیست، آزمایش و یک تجربه است که برای از بین بردن یک یا چند فرضیه احتمالی، پرسیدن سؤال‌ها و ایجاد مشاهدات و نیز هدایت تحقیقات علمی لازم است.,با توجه به این متن، چه چیزی به هدایت تحقیقات علمی کمک نمی‌کند؟,روش علمی به تنهایی,انجام مشاهدات,حذف فرضیه‌های ممکن,انجام آزمایشات,1,pes_Arab,2023-06-07
https://en.wikibooks.org/wiki/High_School_Earth_Science/Storms,1,گردبادها در مقایسه با سایر طوفان‌های خروشان، قسمت کوچکتری را در می‌نوردند، اما می‌توانند هرچیزی را در سر راهشان خراب کنند. گردبادها درختان را از ریشه می‌کنند، تخته‌های ساختمانی را تکه پاره می‌کنند، و خودروها را به آسمان پرتاب می‌کنند. دو درصد از خروشان‌ترین گردبادها بیش از دو ساعت ادامه پیدا می‌کنند. این طوفان‌های غول‌آسا بادهایی دارند که سرعتشان به 480 کیلومتر بر ساعت (133 متر بر ثانیه؛ 300 مایل بر ساعت) می‌رسد.,با توجه به متن، کدام جمله درباره گردباد صحیح نیست؟,گردبادها قادرند هر چیزی را در سر راه خود نابود کنند,گردبادها نسبت به طوفان‌های دیگر مناطق کوچک‌تری را درگیر می‌کنند,اکثر گردبادها بیش از سه ساعت طول می‌کشند,برخی از گردبادها می‌توانند تا 300 مایل در ساعت باد داشته باشند,3,pes_Arab,2023-06-07
https://en.wikibooks.org/wiki/High_School_Earth_Science/Storms,2,گردبادها در مقایسه با سایر طوفان‌های خروشان، قسمت کوچکتری را در می‌نوردند، اما می‌توانند هرچیزی را در سر راهشان خراب کنند. گردبادها درختان را از ریشه می‌کنند، تخته‌های ساختمانی را تکه پاره می‌کنند، و خودروها را به آسمان پرتاب می‌کنند. دو درصد از خروشان‌ترین گردبادها بیش از دو ساعت ادامه پیدا می‌کنند. این طوفان‌های غول‌آسا بادهایی دارند که سرعتشان به 480 کیلومتر بر ساعت (133 متر بر ثانیه؛ 300 مایل بر ساعت) می‌رسد.,بر اساس این متن، کدام یک از عبارات زیر به طور دقیق اکثر گردبادها را توصیف می‌کند؟,معمولاً بیش از سه ساعت طول می‌کشند,بادهایی با سرعت 480 مایل در ساعت ایجاد می‌کنند,مناطق وسیع‌تری را نسبت به طوفان‌های دیگر درگیر می‌کنند,قادر به کندن درختان از زمین هستند,4,pes_Arab,2023-06-07
https://en.wikibooks.org/wiki/High_School_Earth_Science/Telescopes,1,بشر هزاران هزار سال از عدسی‌ها برای بزرگ‌نمایی استفاده می‌کرده است. با این حال، اولین تلسکوپ های واقعی در اواخر قرن 16 در اروپا ساخته شدند. در این تلسکوپ از ترکیب دو عدسی استفده شده است تا اجسام دور را هم نزدیکتر و هم بزرگتر نشان دهد.,کدام یک از موارد زیر را انسان‌ها در قرن شانزدهم شروع کردند؟,استفاده از عدسی‌ها,بزرگنمایی اشیاء,ساخت عدسی‌ها,ساخت تلسکوپ,4,pes_Arab,2023-06-07
https://en.wikibooks.org/wiki/High_School_Earth_Science/Telescopes,2,بشر هزاران هزار سال از عدسی‌ها برای بزرگ‌نمایی استفاده می‌کرده است. با این حال، اولین تلسکوپ های واقعی در اواخر قرن 16 در اروپا ساخته شدند. در این تلسکوپ از ترکیب دو عدسی استفده شده است تا اجسام دور را هم نزدیکتر و هم بزرگتر نشان دهد.,چه مدت است که انسان‌ها با استفاده از لنز اجسام را بزرگ‌نمایی می‌کنند؟,هزار سال,از اواخر قرن شانزدهم,به مدت هزاران سال,از اوایل قرن شانزدهم,2,pes_Arab,2023-06-07
https://en.wikibooks.org/wiki/History_of_Islam/Early_Islam,1,محمد عمیقا به امور فراتر از این زندگی دنیوی علاقه مند بود. او عادت داشت که برای تامل به غاری به نام «حرا» در کوه «نور» برود. خود غار که طی اعصار سالم مانده است بیانگر تصور خیلی روشن از گرایش‌های روحانی حضرت محمد دارد. این غار در بالای یکی از کوه‌های شمال مکه واقع شده و به‌طور کامل از باقی نقاط جهان جدا شده است. در حقیقت، حتی اگر کسی بداند که چنین چیزی وجود دارد، پیدا کردنش کار ساده‌ای نیست. وقتی‌که وارد غار شدید، در یک انزوا کامل خواهید بود. هیچ چیزی غیر از آسمان صاف و زیبا در بالای سر و کوه‌های فراوان در اطراف دیده نمی‌شود. از داخل این غار بخش زیادی از این دنیا را نمی‌توان دید یا شنید.,بر اساس متن، غار محمد بیانگر چه چیزی درباره اعمال یا ارزش‌های روحانی او بود؟,او برای آرامش و انزوا ارزش قائل بود,صدای بیرون به تأمل او کمک می‌کرد,به زمان خیلی کمی برای تنهایی نیاز داشت,نگران این بود که دیده یا شنیده شود,1,pes_Arab,2023-06-07
https://en.wikibooks.org/wiki/History_of_Rail_Transport/Early_Rail_Transportation,1,خط واگن در قرن 16ام در انگلستان ساخته شد. گرچه مسیر‌های واگن‌ فقط از تخته های چوبی موازی تشکیل شده بودند، اما به اسبها اجازه می دادند تا برای رسیدن به سرعت بالاتر آنها را بکشند و نسبت به کشیدن بار روی جاده های ناهموارتر آن زمان بارهای بزرگتری را بکشند. ریل‌بند تقریباً از همان اوایل برای نگه داشتن ریل‌ها در محل خود معرفی شد. با این وجود به تدریج، متوجه شدند که اگر روی ریل‌بند یک قید آهنی وجود داشته باشد، ریل‌ها بهره‌وری بیشتری خواهند داشت. گرچه این کار رایج شد، اما آهن باعث سایش بیشتر روی چرخ‌های چوبی واگن‌ها شد. در نهایت چرخ‌های چوبی جایگزین چرخ‌های آهنین شد. در 1767، اولین ریل‌های تمام آهنی معرفی شد.,با توجه به متن، اولین بار از آهن برای چه چیزی استفاده شد؟,ریل‌بند‌ها,مسیرهای واگن,چرخ,ریل,1,pes_Arab,2023-06-07
https://en.wikibooks.org/wiki/History_of_Rail_Transport/Early_Rail_Transportation,2,خط واگن در قرن 16ام در انگلستان ساخته شد. گرچه مسیر‌های واگن‌ فقط از تخته های چوبی موازی تشکیل شده بودند، اما به اسبها اجازه می دادند تا برای رسیدن به سرعت بالاتر آنها را بکشند و نسبت به کشیدن بار روی جاده های ناهموارتر آن زمان بارهای بزرگتری را بکشند. ریل‌بند تقریباً از همان اوایل برای نگه داشتن ریل‌ها در محل خود معرفی شد. با این وجود به تدریج، متوجه شدند که اگر روی ریل‌بند یک قید آهنی وجود داشته باشد، ریل‌ها بهره‌وری بیشتری خواهند داشت. گرچه این کار رایج شد، اما آهن باعث سایش بیشتر روی چرخ‌های چوبی واگن‌ها شد. در نهایت چرخ‌های چوبی جایگزین چرخ‌های آهنین شد. در 1767، اولین ریل‌های تمام آهنی معرفی شد.,با توجه به متن، چرا چرخ‌های آهنین جایگزین چرخ‌های چوبی شدند؟,سرعت اسب را افزایش دادند,کارآمدتر در نظر گرفته می‌شدند,قادر به تحمل بارهای بیشتر بودند,توسط آهن روی ریل فرسوده شده بودند,4,pes_Arab,2023-06-07
https://en.wikibooks.org/wiki/History_of_Technology/Cultural_Determinism,1,رمانتیسم عنصر عظیمی از جبرگرایی فرهنگی داشت که از نویسندگانی نظیر «گوته»،‌ «فیشته» و «اشلگل» نشأت گرفته بود. در متن رمانتیسم، جغرافیا افراد را شکل داده و با گذشت زمان آداب و رسوم و فرهنگ مربوط به آن جغرافیا پدید آمده و اینها در هماهنگی با جایگاه جامعه هستند، که بهتر از قوانینی بود که مستبدانه وضع شده بودند.,با توجه به متن، افراد در دوره رمانتیسم تحت تأثیر چه چیزی بودند؟,قوانین,جغرافی,رسوم,فرهنگ,2,pes_Arab,2023-06-07
https://en.wikibooks.org/wiki/History_of_Technology/Technological_Determinism,1,جبر تکنولوژیک واژه‌ای است که درواقع طیف وسیعی از عقاید را دربر دارد، از فشار تکنولوژی یا ضرورت تکنولوژیکی گرفته تا معنای دقیقی از کلمه مبنی بر اینکه منطقی بنیادین مربوط به قوانین علمی و ظهور آنها در تکنولوژی بر سرنوشت انسان حاکم است. اکثر تفسیرها از جبرگرایی فناورانه، دو ایده کلی را به اشتراک می گذارند: اینکه توسعه فناوری به خودی خود مسیری فراتر از تأثیر فرهنگی یا سیاسی را دنبال می کند، و اینکه این فناوری به نوبه خود «تأثیرات» بیشتری بر جوامع ذاتی می‌گذارد تا جوامع مشروط. برای مثال، ممکن است کسی بگوید که اتومبیل لزوما باعث توسعه جاده‌ها شد. اما یک شبکه راه سراسری برای تعداد معدودی اتومبیل به لحاظ اقتصادی قابل قبول نیست، بنابراین به منظور کاهش هزینه مالکیت اتومبیل شیوه‌های جدید تولید بسط داده شد. مالکیت همگانی خودرو نیز منجر به وقوع بالای تصادفات در جاده‌ها می شود که به نوبه خود منجر به ابداع روش‌های جدید در مراقبت‌های سلامتی برای تعمیر بدنه‌های آسیب دیده می‌شود.,کدام یک از عبارات زیر بیانگر ایده کلی از ضرورت تکنولوژیک نیستند؟ ,اثر تکنولوژی بر جامعه از نظر اجتماعی مشروط است,توسعه تکنولوژی تحت تأثیر فرهنگ نیست,تکنولوژی اثری ذاتی برا جامعه دارد,توسعه تکنولوژی بر مبنای نفوذ سیاسی نیست,1,pes_Arab,2023-06-07
https://en.wikibooks.org/wiki/How_to_Play_Violin/Bowing,1,علامت «کمان رو به بالا» مانند یک V است و «علامت کمان رو به پایین» مانند منگنه یا یک مربع بدون قسمت انتهایی است. بالا یعنی باید از نوک شروع کنید و آرشه را بکشید، و پایین یعنی باید از پاشنه (که همان محل گرفتن آرشه توسط دست است) شروع کنید و آرشه را به جلو ببرید. معمولاً کشیدن آرشه به‌طرف دسته ویولون صدایی نرمتر ایجاد می‌کند، در‌حالی‌که حرکت عکس آن قوی‌تر و محکم‌تر است. علامت‌های خود را آزادانه با مداد بکشید، اما به یاد داشته باشید که علامت‌های چاپ شده آرشه در آنجا جنبه موسیقیایی دارند، بنابراین معمولا باید به آنها احترام گذاشت.,با توجه به متن، کدام یک از موارد زیر مربوط به کشیدن آرشه نیست؟,صدای ملایم‌‌تر,علامتی که مانند منگنه است,صدای قوی‌تر,شروع از پاشنه,1,pes_Arab,2023-06-07
https://en.wikibooks.org/wiki/How_to_Play_Violin/Bowing,2,علامت «کمان رو به بالا» مانند یک V است و «علامت کمان رو به پایین» مانند منگنه یا یک مربع بدون قسمت انتهایی است. بالا یعنی باید از نوک شروع کنید و آرشه را بکشید، و پایین یعنی باید از پاشنه (که همان محل گرفتن آرشه توسط دست است) شروع کنید و آرشه را به جلو ببرید. معمولاً کشیدن آرشه به‌طرف دسته ویولون صدایی نرمتر ایجاد می‌کند، در‌حالی‌که حرکت عکس آن قوی‌تر و محکم‌تر است. علامت‌های خود را آزادانه با مداد بکشید، اما به یاد داشته باشید که علامت‌های چاپ شده آرشه در آنجا جنبه موسیقیایی دارند، بنابراین معمولا باید به آنها احترام گذاشت.,با توجه به متن، کدام یک از موارد زیر با صدای ملایم‌تری همراه است؟,علامت کمان رو به پایین,کشیدن کمان,علامتی که مانند V است,شروع از محلی که دستتان آرشه را نگه می‌دارد,3,pes_Arab,2023-06-07
